Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/05/2022,134(0.75 %),0,0,"76,100",10.2,"76,100",10.2,0,49%
19/05/2022,133(-0.37 %),0,0.13,0,0.13,0,0,0,49%
18/05/2022,133.5(1.44 %),0,0.13,0,0.13,0,0,0,49%
17/05/2022,131.6(6.99 %),"1,000",0.13,"1,000",0.13,0,0,0,49%
16/05/2022,123(-1.68 %),"1,000",0.12,"30,700",3.78,"29,700",3.65,"1,000",49%
13/05/2022,125.1(-6.92 %),0,0,"849,700",122.19,"849,700",122.19,"1,000",49%
12/05/2022,134.4(-4.68 %),"1,500",0.21,"2,500",0.35,"1,000",0.14,"2,500",49.02%
11/05/2022,141(0.64 %),"-1,000",-0.14,0,0,"1,000",0.14,0,49.02%
10/05/2022,140.1(2.71 %),"-5,000",-0.7,"355,000",49.74,"360,000",50.44,0,49%
09/05/2022,136.4(-6.96 %),"-2,100",-0.29,"301,500",41.12,"303,600",41.41,0,49%
06/05/2022,146.6(-1.87 %),"2,400",0.35,"273,600",40.11,"271,200",39.76,400,49%
05/05/2022,149.4(-0.07 %),0,0,0,0,0,0,0,49.02%
04/05/2022,149.5(0.20 %),-400,-0.06,"114,700",18.31,"115,100",18.37,0,49%
29/04/2022,149.2(2.90 %),"37,600",5.85,"1,177,500",182.63,"1,139,900",176.78,0,49%
28/04/2022,145(-1.49 %),0,0,"705,500",111.12,"705,500",111.12,"40,000",48.99%
27/04/2022,147.2(-1.08 %),0,0,0,0,0,0,0,49%
26/04/2022,148.8(2.69 %),"-40,000",-5.82,"889,000",137.79,"929,000",143.61,0,49%
25/04/2022,144.9(-7.00 %),0,0,"320,000",49.83,"320,000",49.83,0,49%
22/04/2022,155.8(0.19 %),0,0,"590,000",98.12,"590,000",98.12,0,49%
21/04/2022,155.5(-0.32 %),0,0,0,0,0,0,0,49%
