Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
22/11/2023,39.8(-2.69 %),"-1,465,000",-58.41,"835,900",33.48,"2,300,900",91.88,"64,501,366",44.59%
21/11/2023,40.9(0.86 %),"-574,600",-23.57,"528,900",21.61,"1,103,500",45.18,"64,127,666",44.62%
20/11/2023,40.55(-2.05 %),"-500,000",-20.74,"709,600",29,"1,209,600",49.74,"61,898,166",44.77%
17/11/2023,41.4(-0.24 %),"-1,553,900",-65.13,"1,204,500",49.93,"2,758,400",115.05,"59,611,666",44.93%
16/11/2023,41.5(-0.95 %),0,0,0,0,0,0,"58,975,046",45%
15/11/2023,41.9(0.96 %),"-945,300",-40.04,"1,744,700",73.47,"2,690,000",113.51,"58,975,046",44.98%
14/11/2023,41.5(3.75 %),"-3,120,477",-129.89,"2,105,421",87.34,"5,225,898",217.24,"58,029,746",45.05%
13/11/2023,40(1.52 %),"-1,190,800",-47.45,"683,300",27.14,"1,874,100",74.59,"55,232,669",45.23%
10/11/2023,39.4(-2.23 %),"197,700",7.8,"871,400",34.65,"673,700",26.85,"53,718,469",45.33%
09/11/2023,40.3(1.77 %),"-1,320,800",-53.96,"802,800",32.65,"2,123,600",86.61,"46,974,537",45.79%
08/11/2023,39.6(3.66 %),"-6,189,200",-235.75,"1,397,600",52.79,"7,586,800",288.54,"42,746,957",46.08%
07/11/2023,38.2(0.39 %),"-787,200",-30.14,"1,760,200",67.93,"2,547,400",98.07,"34,951,001",46.62%
06/11/2023,38.05(-2.31 %),"-1,094,900",-41.72,"1,786,300",68.44,"2,881,200",110.16,"34,163,801",46.68%
03/11/2023,38.95(5.27 %),"1,471,500",56.55,"2,586,100",99.1,"1,114,600",42.55,"33,068,901",46.75%
02/11/2023,37(5.41 %),"-8,097,300",-284.31,"2,748,400",97.15,"10,845,700",381.46,"34,540,401",46.65%
01/11/2023,35.1(-6.90 %),"-5,301,900",-187.84,"2,597,200",92.01,"7,899,100",279.85,"26,443,101",47.19%
31/10/2023,37.7(-6.91 %),"-2,546,500",-97.71,"1,043,500",39.86,"3,590,000",137.57,"28,196,171",47.07%
30/10/2023,40.5(-3.57 %),"79,100",3.11,"923,400",38.17,"844,300",35.05,"28,675,826",47.04%
27/10/2023,42(0.00 %),"-178,500",-7.57,"881,500",37.1,"1,060,000",44.67,"28,248,826",47.07%
26/10/2023,42(-3.45 %),"1,564,200",64.78,"2,901,600",120.83,"1,337,400",56.05,"28,287,144",47.07%
