Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
28/08/2023,51.7(2.38 %),"-1,871,500",-96.15,"1,030,700",52.79,"2,902,200",148.94,"6,414,185",48.57%
25/08/2023,50.5(0.40 %),"-2,609,600",-132.24,"308,400",15.57,"2,918,000",147.81,"4,542,685",48.69%
24/08/2023,50.3(1.21 %),"-1,314,700",-66.3,"214,300",10.7,"1,529,000",77,"2,910,260",48.81%
23/08/2023,49.7(-0.60 %),"-232,700",-11.44,"1,043,500",52.77,"1,276,200",64.21,"1,595,560",48.89%
22/08/2023,50(2.04 %),"-1,357,800",-67.5,"1,139,800",55.92,"2,497,600",123.42,"1,043,600",48.93%
21/08/2023,49(-2.39 %),"-1,777,200",-87.78,"65,300",3.27,"1,842,500",91.05,"1,139,900",48.92%
18/08/2023,50.2(-6.86 %),"-610,800",-30.2,"647,000",34.87,"1,257,800",65.07,"84,300",48.99%
17/08/2023,53.9(0.19 %),"-942,400",-51.1,"197,500",10.68,"1,139,900",61.78,"1,139,900",48.93%
16/08/2023,53.8(-0.37 %),"-160,300",-8.62,0,0,"160,300",8.62,"197,500",48.99%
15/08/2023,54(-0.37 %),"-562,200",-30.9,"274,800",15.13,"837,000",46.03,0,49%
14/08/2023,54.2(1.69 %),"-450,500",-24.1,"13,000",0.7,"463,500",24.81,"274,900",48.98%
11/08/2023,53.3(2.50 %),"294,700",15.47,"331,300",17.38,"36,600",1.91,"399,900",48.98%
10/08/2023,52(-1.14 %),"134,600",7.13,"694,500",36.54,"559,900",29.42,"694,600",48.96%
09/08/2023,52.6(-1.87 %),"1,192,000",63.06,"1,395,000",73.75,"203,000",10.69,0,49.06%
08/08/2023,53.6(-0.37 %),"1,510,400",81.08,"1,841,700",98.94,"331,300",17.86,"564,322",48.97%
07/08/2023,53.8(1.51 %),"-303,900",-16.42,"390,700",21.11,"694,600",37.54,"2,074,722",48.87%
04/08/2023,53(0.57 %),"-296,300",-15.77,"420,100",22.07,"716,400",37.84,"1,770,822",48.88%
03/08/2023,52.7(1.93 %),"-1,021,500",-54.02,"119,100",6.18,"1,140,600",60.2,"2,429,600",48.85%
02/08/2023,51.7(0.00 %),"-969,100",-50.36,"372,800",19.39,"1,341,900",69.76,"1,408,100",48.92%
01/08/2023,51.7(-3.72 %),"-410,300",-21.53,"438,800",23.47,"849,100",45,"439,000",48.98%
