Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
08/02/2023,44.5(-2.63 %),-600,-0.03,"4,857,800",216.17,"4,858,400",216.2,0,49%
07/02/2023,45.7(-3.18 %),"-13,454",-0.61,"1,970,800",90.07,"1,984,254",90.68,0,49%
06/02/2023,47.15(-1.36 %),100,0,"9,080,000",428.12,"9,079,900",428.12,0,49%
03/02/2023,47.8(-4.21 %),0,0,"7,063,865",337.65,"7,063,865",337.65,100,49%
02/02/2023,49.9(5.94 %),200,0.01,"8,500,200",424.16,"8,500,000",424.15,0,49%
01/02/2023,47.1(1.29 %),-100,-0,"2,000,000",94.2,"2,000,100",94.2,200,49%
31/01/2023,46.5(0.65 %),100,0,"4,960,100",230.64,"4,960,000",230.64,0,49%
30/01/2023,46.2(0.65 %),300,0.01,500,0.02,200,0.01,100,49%
27/01/2023,45.9(0.66 %),200,0.01,200,0.01,0,0,500,49%
19/01/2023,45.6(1.33 %),-100,-0,0,0,100,0,200,49%
18/01/2023,44.95(4.29 %),-500,-0.02,0,0,500,0.02,0,49%
17/01/2023,43.05(2.74 %),-200,-0.01,0,0,200,0.01,0,49%
16/01/2023,41.9(-0.48 %),0,0,0,1.77,0,1.77,0,49%
13/01/2023,42.05(-0.12 %),0,0,"42,000",1.77,"42,000",1.77,0,49%
12/01/2023,42.1(-1.17 %),0,0,"574,000",24.17,"574,000",24.17,0,49%
11/01/2023,42.55(0.83 %),0,0,"500,000",21.28,"500,000",21.28,0,49%
10/01/2023,42.2(0.48 %),11,0,11,0,0,0,0,49%
09/01/2023,42(-2.78 %),0,0.02,0,0.02,0,0,11,49%
06/01/2023,43.15(-1.03 %),0,0,"500,000",21.58,"500,000",21.58,0,49%
05/01/2023,43.6(0.23 %),-11,-0,"500,000",21.8,"500,011",21.8,0,49%
