Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
17/01/2022,150 ( -1.25 %),621,"274,200",441.55,603,"368,500",611,"-94,300"
14/01/2022,151.9 ( 0.6 %),363,"126,700",349.04,241,"193,700",804,"-67,000"
13/01/2022,151 ( -1.18 %),249,"188,700",757.83,399,"182,800",458,"5,900"
12/01/2022,152.8 ( -0.07 %),338,"249,100",736.98,676,"243,500",360,"5,600"
11/01/2022,152.9 ( 0.59 %),635,"270,100",425.35,521,"186,900",359,"83,200"
10/01/2022,152 ( -0.78 %),744,"311,000",418.01,445,"329,200",740,"-18,200"
07/01/2022,153.2 ( -0.91 %),457,"245,200",536.54,471,"230,100",489,"15,100"
06/01/2022,156.6 ( -1.69 %),355,"181,000",509.86,504,"235,800",468,"-54,800"
05/01/2022,159.3 ( 1.46 %),551,"448,600",814.16,952,"520,900",547,"-72,300"
04/01/2022,157 ( 3.97 %),771,"763,600",990.4,764,"580,400",760,"183,200"
31/12/2021,151 ( 1.41 %),669,"511,700",764.87,598,"425,000",711,"86,700"
30/12/2021,148.9 ( 0.4 %),279,"179,800",644.44,192,"210,800","1,098","-31,000"
29/12/2021,148.3 ( 0 %),350,"126,700",362,210,"129,000",614,"-2,300"
28/12/2021,148.3 ( 0.27 %),435,"232,900",535.4,352,"240,200",682,"-7,300"
27/12/2021,147.9 ( 0.61 %),457,"175,000",382.93,261,"161,600",619,"13,400"
24/12/2021,147 ( 0.07 %),540,"282,000",522.22,199,"210,500","1,058","71,500"
23/12/2021,146.9 ( -0.47 %),462,"234,900",508.44,332,"240,700",725,"-5,800"
22/12/2021,147.6 ( -0.87 %),606,"256,400",423.1,337,"302,000",896,"-45,600"
21/12/2021,148.9 ( -0.07 %),501,"227,600",454.29,261,"231,200",886,"-3,600"
20/12/2021,149 ( -0.67 %),543,"243,400",448.25,395,"230,700",584,"12,700"
