Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
08/03/2023,186.5 ( -0.21 %),336,"267,300",795.54,327,"151,500",463,"115,800"
07/03/2023,186.9 ( 1.03 %),540,"181,300",335.74,513,"181,000",353,300
06/03/2023,185 ( -1.07 %),282,"102,600",363.83,420,"190,100",453,"-87,500"
03/03/2023,187 ( -0.58 %),249,"113,400",455.42,433,"234,500",542,"-121,100"
02/03/2023,188.1 ( -1.78 %),242,"73,000",301.65,270,"112,200",416,"-39,200"
01/03/2023,192.5 ( 2.39 %),349,"96,400",276.22,243,"82,000",337,"14,400"
28/02/2023,188 ( 1.46 %),241,"135,800",563.49,330,"184,800",560,"-49,000"
27/02/2023,185.3 ( -1.96 %),219,"115,000",525.11,345,"152,200",441,"-37,200"
24/02/2023,189 ( 1.02 %),276,"205,300",743.84,407,"138,000",339,"67,300"
23/02/2023,187.1 ( 0.05 %),390,"158,000",405.13,419,"145,100",346,"12,900"
22/02/2023,187 ( -1.84 %),505,"138,700",274.65,297,"136,000",458,"2,700"
21/02/2023,190.5 ( 0.16 %),464,"199,200",429.31,255,"156,300",613,"42,900"
20/02/2023,190.2 ( 1.66 %),388,"139,200",358.76,305,"131,200",430,"8,000"
17/02/2023,187.1 ( -1.37 %),464,"81,100",174.78,345,"92,400",268,"-11,300"
16/02/2023,189.7 ( 0.37 %),270,"80,900",299.63,168,"59,000",351,"21,900"
15/02/2023,189 ( 0.53 %),575,"140,800",244.87,327,"169,700",519,"-28,900"
14/02/2023,188 ( -2.03 %),270,"101,800",377.04,254,"103,400",407,"-1,600"
13/02/2023,191.9 ( 1.32 %),561,"170,300",303.57,374,"167,400",448,"2,900"
10/02/2023,189.4 ( -2.27 %),350,"106,500",304.29,309,"147,600",478,"-41,100"
09/02/2023,193.8 ( -1.72 %),369,"94,400",255.83,324,"213,000",657,"-118,600"
