Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
28/11/2023,29.3,26.22,-0.1(-0.34 %),"2,068,800",60.05,"40,000",1.09,29.3,29.3,28.85
27/11/2023,29.4,26.31,-0.2(-0.68 %),"1,431,700",41.98,"80,000",2.35,29.65,29.65,29.1
24/11/2023,29.6,26.49,0.4(1.37 %),"3,088,400",89.81,"40,000",1.16,29.2,29.6,28.7
23/11/2023,29.2,26.13,-0.4(-1.35 %),"1,913,600",56.45,"80,000",2.36,29.75,29.75,29.2
22/11/2023,29.6,26.49,0.2(0.68 %),"1,850,000",54.63,"365,000",10.75,29.5,29.7,29.35
21/11/2023,29.4,26.31,-0.15(-0.51 %),"1,837,700",54.27,"380,000",11.27,29.85,29.85,29.4
20/11/2023,29.55,26.44,-0.15(-0.51 %),"2,168,700",63.81,"40,000",1.22,29.2,29.75,29.1
17/11/2023,29.7,26.58,-0.55(-1.82 %),"4,281,100",128.04,"80,000",2.59,30.2,30.3,29.45
16/11/2023,30.25,27.07,0.05(0.17 %),"2,244,100",67.45,"40,000",1.16,29.95,30.3,29.9
15/11/2023,30.2,27.03,0.4(1.34 %),"5,373,200",163.07,"80,000",2.22,30.1,30.6,30.1
14/11/2023,29.8,26.67,0.4(1.36 %),"3,732,500",111.35,"40,000",1.14,29.85,30.1,29.6
13/11/2023,29.4,26.31,0(0.00 %),"3,129,500",92.19,"120,000",3.29,29.3,29.55,29.2
10/11/2023,29.4,26.31,-0.1(-0.34 %),"3,477,700",101.43,"40,000",1.16,29.25,29.4,28.95
09/11/2023,29.5,26.4,0.25(0.85 %),"4,606,900",135.85,"380,000",11.06,29.35,29.75,29.2
08/11/2023,29.25,26.18,0.7(2.45 %),"2,934,800",84.44,"40,000",1.15,28.6,29.25,28.25
07/11/2023,28.55,25.55,0(0.00 %),"2,277,600",65.04,"317,500",8.88,28.4,28.7,28.3
06/11/2023,28.55,25.55,0.55(1.96 %),"2,337,400",66.71,"40,000",1.16,28.35,28.7,28.35
03/11/2023,28,25.06,-0.25(-0.88 %),"3,559,600",100.16,"80,000",2.17,28.4,28.45,28
02/11/2023,28.25,25.28,0.85(3.10 %),"2,371,900",66.61,"20,000",0.58,27.6,28.5,27.6
01/11/2023,27.4,24.52,-0.3(-1.08 %),"3,039,100",83.46,"257,600",7.33,27.8,27.8,27.3
