Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
05/09/2023,32.65,29.22,0.2(0.62 %),"5,968,600",195.79,"70,003",2.43,32.5,33,32.5
31/08/2023,32.45,29.04,0.35(1.09 %),"5,272,800",170.68,"50,002",1.64,32.15,32.6,32.15
30/08/2023,32.1,28.73,0.85(2.72 %),"7,395,200",235.74,"2,020,001",64.98,31.45,32.1,31.45
29/08/2023,31.25,27.97,0.1(0.32 %),"3,726,400",117.28,"100,003",3.08,31.4,31.8,31.25
28/08/2023,31.15,27.88,0(0.00 %),"5,411,300",168.54,"20,003",0.64,31.05,31.3,31
25/08/2023,31.15,27.88,-0.6(-1.89 %),"8,626,800",269.94,0,0,31.75,31.75,31.05
24/08/2023,31.75,28.41,0.45(1.44 %),"5,036,900",157.74,"61,015",2.01,31.5,31.9,31.1
23/08/2023,31.3,28.01,-0.25(-0.79 %),"4,377,400",137.02,"2,050,014",64.91,31.65,31.75,31.05
22/08/2023,31.55,28.23,-0.45(-1.41 %),"5,795,100",182.68,"50,049",1.56,32,32.05,30.9
21/08/2023,32,28.64,1.3(4.23 %),"9,913,500",311.66,"2,070,060",66.34,30.9,32.3,30.6
18/08/2023,30.7,27.47,-1.9(-5.83 %),"13,696,200",434.26,"1,350,015",43.67,32.3,32.45,30.7
17/08/2023,32.6,29.17,0.2(0.62 %),"9,762,600",318.61,"3,070,046",102.09,32.4,32.9,32.25
16/08/2023,32.35,28.95,-0.05(-0.15 %),"6,372,500",206.34,"1,620,064",52.49,32.2,32.7,31.9
15/08/2023,32.4,28.99,0.1(0.31 %),"5,240,600",168.94,"70,065",2.24,32.3,32.4,32.05
14/08/2023,32.3,28.91,0.2(0.62 %),"6,370,100",204.48,"50,087",1.56,32.1,32.4,31.7
11/08/2023,32.1,28.73,0.45(1.42 %),"6,909,000",218.56,"70,057",2.19,31.75,32.15,31.3
10/08/2023,31.65,28.32,-0.85(-2.62 %),"7,995,700",256.11,48,0,32.5,32.65,31.6
09/08/2023,32.5,29.08,-0.1(-0.31 %),"8,014,100",259.36,"120,065",3.82,32.5,32.6,32.05
08/08/2023,32.6,29.17,0(0.00 %),"8,764,800",285.17,"600,052",20.7,32.85,32.85,32.3
07/08/2023,32.6,29.17,1.6(5.16 %),"13,001,900",416.87,"120,036",3.72,31.45,32.6,31.25
