Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
17/03/2025,,,,"1,533,300",64.85,0,0,42.3,42.45,42.2
14/03/2025,42.3,,0(0.00 %),"7,787,700",327.04,"114,000",4.77,42.05,42.3,41.8
13/03/2025,42.3,,-0.35(-0.82 %),"7,914,900",334.91,"20,000",0.79,42.7,42.7,42.15
12/03/2025,42.65,,0.05(0.12 %),"9,350,500",400.55,"114,000",4.77,42.8,43.3,42.3
11/03/2025,42.6,,0.15(0.35 %),"6,943,500",293.4,"20,000",0.81,42,42.6,41.8
10/03/2025,42.45,,0.05(0.12 %),"9,163,000",388.33,"2,814,000",119.38,42.7,42.7,42.1
07/03/2025,42.4,,0.75(1.80 %),"10,858,900",456.29,"20,000",0.78,41.7,42.4,41.65
06/03/2025,41.65,,0.45(1.09 %),"5,639,200",233.36,"114,000",4.71,41.4,41.75,41.2
05/03/2025,41.2,,-0.4(-0.96 %),"7,812,100",326.68,"20,000",0.84,41.6,42.25,41.15
04/03/2025,41.6,,0.35(0.85 %),"7,443,800",308.02,"114,000",4.66,41,41.8,40.8
03/03/2025,41.25,,-0.25(-0.60 %),"7,674,500",315.15,"20,000",0.84,41.2,41.25,40.85
28/02/2025,41.5,,0(0.00 %),"5,529,300",228.14,"114,000",4.7,41.3,41.6,41
27/02/2025,41.5,,0.15(0.36 %),"6,079,700",250.76,"20,000",0.82,41.25,41.55,40.85
26/02/2025,41.35,,-0.5(-1.19 %),"9,430,900",389.19,"114,000",4.72,41.8,41.8,41.1
25/02/2025,41.85,,-0.05(-0.12 %),"5,728,900",238.99,"50,000",2,41.95,42.1,41.4
24/02/2025,41.9,,0.4(0.96 %),"6,764,800",281.72,"514,900",20.13,41.5,41.95,41.35
21/02/2025,41.5,,0.65(1.59 %),"7,710,600",316.57,"20,000",0.76,40.85,41.5,40.5
20/02/2025,40.85,,0.35(0.86 %),"5,265,200",214.36,"114,000",4.62,41.05,41.05,40.45
19/02/2025,40.5,,0.2(0.50 %),"6,136,000",249.34,"20,000",0.81,40.55,40.95,40.45
18/02/2025,40.3,,0.15(0.37 %),"6,539,300",264.92,"114,000",4.54,40.15,41,40.05
17/02/2025,40.15,,-0.4(-0.99 %),"5,951,900",240.47,"1,214,200",45.9,40.5,40.65,40.15
