Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
28/03/2022,39.45,20.71,-0.45(-1.13 %),"2,993,800",118.64,0,0,39.85,40.2,38.85
25/03/2022,39.9,20.94,-0.2(-0.50 %),"2,187,700",87.62,"2,806,000",112.52,40.6,40.6,39.9
24/03/2022,40.1,21.05,0(0.00 %),"2,951,000",118.11,0,0,40.05,40.25,39.8
23/03/2022,40.05,21.02,-0.45(-1.11 %),"4,207,000",171.51,0,0,40.5,41.05,40
22/03/2022,40.5,21.26,0.6(1.50 %),"6,367,200",257.37,0,0,39.9,40.9,39.85
21/03/2022,39.9,20.94,0.4(1.01 %),"3,849,800",153.87,"4,896,000",193.39,39.55,40.3,39.55
18/03/2022,39.5,20.73,-0.1(-0.25 %),"1,622,300",64.49,0,0,39.9,40,39.45
17/03/2022,39.6,20.79,-0.2(-0.50 %),"3,131,300",125.21,0,0,40.05,40.4,39.6
16/03/2022,39.75,20.87,-0.15(-0.38 %),"2,937,800",117.5,"5,096,000",203.33,39.95,40.4,39.65
15/03/2022,39.9,20.94,0.7(1.79 %),"8,713,700",347.6,0,0,39.2,40.3,39.1
14/03/2022,39.2,20.58,0.5(1.29 %),"2,160,600",84.25,0,0,38.5,39.5,38.5
11/03/2022,38.65,20.29,-0.35(-0.90 %),"2,509,400",97.74,0,0,38.7,39.5,38.55
10/03/2022,39,20.47,0.2(0.52 %),"2,043,100",80.14,0,0,39.8,39.8,38.95
09/03/2022,38.8,20.37,0(0.00 %),"2,653,800",103.46,0,0,38.85,39.35,38.8
08/03/2022,38.8,20.37,-0.2(-0.51 %),"5,092,700",200.43,0,0,38.8,40,38.35
07/03/2022,39,20.47,-1.8(-4.41 %),"10,005,000",393,"10,669,585",425.28,40.4,40.45,38.5
04/03/2022,40.75,21.39,-0.75(-1.81 %),"5,107,000",209.73,"40,000",1.7,41.1,41.75,40.5
03/03/2022,41.5,21.78,0(0.00 %),"4,590,700",191.01,0,0,41.6,42.25,41.1
02/03/2022,41.45,21.76,-1.35(-3.15 %),"8,271,600",351.72,"5,000,000",200,42.45,43.3,41.1
01/03/2022,42.8,22.47,0.5(1.18 %),"11,884,800",508.61,0,0,42.2,43.2,41.9
