Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
18/08/2022,28.7,15.07,0(0.00 %),"2,094,800",59.89,"800,000",22.8,28.7,28.8,28.3
17/08/2022,28.7,15.07,-0.2(-0.69 %),"1,323,000",38.18,"1,280,000",36.86,28.85,28.95,28.7
16/08/2022,28.85,15.14,-0.15(-0.52 %),"1,398,100",40.36,"1,150,000",33.07,29,29.05,28.75
15/08/2022,28.95,15.2,0.35(1.22 %),"3,271,800",94.92,"1,270,000",36.17,28.95,29.3,28.7
12/08/2022,28.6,15.01,0.1(0.35 %),"1,013,100",28.87,0,0,28.65,28.65,28.35
11/08/2022,28.5,14.96,0.2(0.71 %),"2,561,900",73.56,"1,079,000",30.49,28.65,29.1,28.25
10/08/2022,28.3,14.86,-0.3(-1.05 %),"1,904,100",54.12,"1,730,820",49.33,28.7,28.7,28.25
09/08/2022,28.6,15.01,0(0.00 %),"2,334,000",66.75,"1,467,425",41.67,28.95,28.95,28.4
08/08/2022,28.55,14.99,-0.25(-0.87 %),"2,285,100",65.56,"1,975,000",56.54,28.75,29.15,28.35
05/08/2022,28.8,15.12,0(0.00 %),"1,921,300",55.2,0,0,28.9,29.2,28.5
04/08/2022,28.8,15.12,0.8(2.86 %),"5,311,300",152.57,"2,001,300",56.04,28.5,29.2,28.25
03/08/2022,28,14.7,0.3(1.08 %),"2,573,400",71.72,"1,234,300",33.94,27.5,28.1,27.3
02/08/2022,27.65,14.51,0.35(1.28 %),"2,302,300",63.47,"469,520",12.77,27.3,27.8,27.3
01/08/2022,27.25,14.3,0.65(2.44 %),"1,942,000",52.91,0,0,27.1,27.45,27.05
29/07/2022,26.6,13.96,-0.6(-2.21 %),"3,021,600",81.69,"12,061,315",327.95,27.6,27.6,26.6
28/07/2022,27.2,14.28,0.2(0.74 %),"2,373,300",64.9,"329,575",8.9,27.05,27.8,27.05
27/07/2022,26.95,14.15,-0.05(-0.19 %),"1,623,200",43.55,"30,000",0.87,27,27.1,26.5
26/07/2022,27,14.17,-0.4(-1.46 %),"1,261,300",34.34,"417,045",11.43,27.5,27.6,27
25/07/2022,27.4,14.38,-0.7(-2.49 %),"1,365,400",37.55,0,0,27.55,27.9,27.3
22/07/2022,28.05,14.72,-0.25(-0.88 %),"2,447,800",69.04,0,0,28.3,28.65,27.95
