Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
25/04/2024,17.95,14.55,-0.05(-0.28 %),"4,944,200",88.24,1,0,17.95,18,17.7
24/04/2024,18,14.59,0.75(4.35 %),"11,888,100",212.03,0,0,17.55,18,17.5
23/04/2024,17.25,13.99,-0.25(-1.43 %),"6,323,700",109.98,0,0,17.4,17.6,17.15
22/04/2024,17.5,14.19,0.9(5.42 %),"12,634,100",217.82,"6,846,896",121.53,17,17.55,16.8
19/04/2024,16.6,13.46,-0.4(-2.35 %),"8,460,400",141.37,1,0,16.95,17.1,16.4
17/04/2024,17,13.78,-0.6(-3.41 %),"6,196,500",106.74,0,0,17.7,17.7,17
16/04/2024,17.6,14.27,0.1(0.57 %),"16,793,400",293.02,0,0,17.5,17.75,17
15/04/2024,17.5,14.19,-1.2(-6.42 %),"12,288,000",222.22,"3,860,001",70.05,18.45,18.65,17.5
12/04/2024,18.7,15.16,0.35(1.91 %),"10,980,100",203.18,0,0,18.35,18.7,18.25
11/04/2024,18.35,14.88,0(0.00 %),"6,870,000",124.99,0,0,18.1,18.35,18.1
10/04/2024,18.35,14.88,-0.25(-1.34 %),"4,267,500",78.93,0,0,18.65,18.65,18.35
09/04/2024,18.6,15.08,0.35(1.92 %),"4,445,600",81.72,0,0,18.35,18.6,18.15
08/04/2024,18.25,14.8,0.05(0.27 %),"11,665,800",214.63,0,0,18.2,18.6,18.1
05/04/2024,18.2,14.76,-0.2(-1.09 %),"9,629,700",175.7,"100,000",1.97,18.2,18.35,18.1
04/04/2024,18.4,14.92,-0.1(-0.54 %),"11,405,700",209.69,0,0,18.5,18.55,18.3
03/04/2024,18.5,15,-0.35(-1.86 %),"8,201,800",152.35,"4,550,002",85.44,18.8,18.8,18.45
02/04/2024,18.85,15.28,0.1(0.53 %),"10,357,500",191.96,"100,000",1.9,18.65,18.85,18.3
01/04/2024,18.75,15.2,-0.35(-1.83 %),"10,017,500",188.29,"4,500,001",80.56,19,19.05,18.65
29/03/2024,19.1,15.49,0(0.00 %),"5,775,400",110.13,"131,901",2.52,19.2,19.2,19
28/03/2024,19.1,15.49,-0.1(-0.52 %),"10,132,800",195.16,0,0,19.4,19.5,19
