Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
21/10/2021,29.75 ( -0.83 %),"7,185","13,755,300","1,914.45","4,960","13,277,100","2,677","478,200"
20/10/2021,30 ( -0.99 %),"7,163","16,130,200","2,251.88","5,133","16,909,000","3,294","-778,800"
19/10/2021,30.3 ( 0.33 %),"4,166","15,097,300","3,623.93","5,620","13,004,700","2,314","2,092,600"
18/10/2021,30.2 ( -1.47 %),"7,296","17,136,800","2,348.79","6,443","18,069,800","2,805","-933,000"
15/10/2021,30.65 ( 0.16 %),"5,021","13,973,800","2,783.07","6,326","16,858,100","2,665","-2,884,300"
14/10/2021,30.6 ( -0.33 %),"5,314","14,675,800","2,761.72","6,198","15,943,500","2,572","-1,267,700"
13/10/2021,30.7 ( -0.32 %),"4,663","15,349,900","3,291.85","7,704","17,813,400","2,312","-2,463,500"
12/10/2021,30.8 ( -0.65 %),"8,430","18,318,500","2,173.01","9,645","23,909,400","2,479","-5,590,900"
11/10/2021,31 ( 5.26 %),"10,319","31,518,800","3,054.44","11,070","25,682,400","2,320","5,836,400"
08/10/2021,29.45 ( 0.34 %),"5,672","11,998,700","2,115.43","5,753","13,038,400","2,266","-1,039,700"
07/10/2021,29.35 ( 0.17 %),"8,154","17,916,300","2,197.24","6,200","14,419,700","2,326","3,496,600"
06/10/2021,29.3 ( -0.68 %),"8,320","14,494,900","1,742.18","5,506","13,198,600","2,397","1,296,300"
05/10/2021,29.5 ( 2.79 %),"8,831","21,865,800","2,476.03","6,995","14,874,800","2,126","6,991,000"
04/10/2021,28.7 ( -3.53 %),"17,000","29,501,300","1,735.37","9,539","30,954,600","3,245","-1,453,300"
01/10/2021,29.75 ( -2.14 %),"12,299","19,624,600","1,595.63","6,612","19,201,700","2,904","422,900"
30/09/2021,30.4 ( 0 %),"7,260","12,225,400","1,683.94","4,498","12,224,800","2,718",600
29/09/2021,30.4 ( -1.78 %),"10,387","16,081,700","1,548.25","4,513","15,655,700","3,469","426,000"
28/09/2021,30.95 ( -0.16 %),"7,897","12,587,600","1,593.97","3,503","11,730,400","3,349","857,200"
27/09/2021,31 ( -2.21 %),"6,308","11,757,300","1,863.87","4,266","14,498,000","3,398","-2,740,700"
24/09/2021,31.7 ( 0.32 %),"4,774","12,389,500","2,595.2","6,106","12,663,600","2,074","-274,100"
