Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
07/11/2022,23.35 ( -4.69 %),"4,301","11,947,500","2,777.84","3,761","12,950,600","3,443","-1,003,100"
04/11/2022,24.5 ( 3.81 %),"11,114","24,988,100","2,248.34","6,396","19,334,100","3,023","5,654,000"
03/11/2022,23.6 ( -1.67 %),"5,440","14,108,500","2,593.47","2,959","11,705,700","3,956","2,402,800"
02/11/2022,24 ( -2.04 %),"4,307","10,229,000","2,374.97","3,112","9,985,700","3,209","243,300"
01/11/2022,24.45 ( -0.61 %),"4,897","13,846,300","2,827.51","5,002","17,163,900","3,431","-3,317,600"
31/10/2022,24.6 ( 2.07 %),"5,963","16,676,300","2,796.63","4,711","17,493,700","3,713","-817,400"
28/10/2022,24.05 ( 0.21 %),"6,689","15,308,900","2,288.67","5,315","16,956,000","3,190","-1,647,100"
27/10/2022,23.95 ( 6.92 %),"4,310","15,919,900","3,693.71","4,227","10,869,400","2,571","5,050,500"
26/10/2022,22.4 ( -0.44 %),"4,715","6,476,100","1,373.51","3,081","8,188,100","2,658","-1,712,000"
25/10/2022,22.45 ( 6.9 %),"3,442","14,800,600","4,300","3,293","10,986,400","3,336","3,814,200"
24/10/2022,21 ( -3.23 %),"2,788","8,994,300","3,226.08","1,942","7,607,000","3,917","1,387,300"
21/10/2022,21.65 ( -7.08 %),"4,242","9,761,300","2,301.11","4,068","10,295,200","2,531","-533,900"
20/10/2022,23.25 ( 0.22 %),"2,462","6,949,000","2,822.5","2,553","7,940,000","3,110","-991,000"
19/10/2022,23.2 ( 0.87 %),"2,070","6,660,300","3,217.54","2,554","8,481,900","3,321","-1,821,600"
18/10/2022,23 ( 1.77 %),"2,308","7,674,800","3,325.3","2,836","8,049,400","2,838","-374,600"
17/10/2022,22.55 ( -0.66 %),"3,149","8,236,300","2,615.53","2,363","7,696,600","3,257","539,700"
14/10/2022,22.7 ( 1.34 %),"2,839","8,593,200","3,026.84","3,389","10,370,500","3,060","-1,777,300"
13/10/2022,22.4 ( 5.66 %),"3,695","12,270,500","3,320.84","4,030","8,956,300","2,222","3,314,200"
12/10/2022,21.15 ( 6.82 %),"1,891","11,807,400","6,244","2,488","5,284,500","2,124","6,522,900"
11/10/2022,19.8 ( -4.35 %),"3,602","8,877,300","2,464.55","2,326","8,868,900","3,813","8,400"
