Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
27/01/2021,133.5 ( 1.14 %),"1,368","3,284,600","2,401.02","2,130","3,581,600","1,682","-297,000"
26/01/2021,132 ( 0 %),"1,381","210,640",152.53,"1,574","235,110",149,"-24,470"
25/01/2021,132 ( 3.77 %),"1,722","312,380",181.41,"2,637","323,910",123,"-11,530"
22/01/2021,127.2 ( 1.76 %),"1,190","259,090",217.72,"1,553","209,060",135,"50,030"
21/01/2021,125 ( 1.79 %),"1,051","2,045,500","1,946.24","1,025","1,583,800","1,545","461,700"
20/01/2021,122.8 ( 2.33 %),"1,788","3,230,400","1,806.71","1,544","2,601,300","1,685","629,100"
19/01/2021,120 ( -5.06 %),"1,652","2,430,900","1,471.49","1,552","2,986,000","1,924","-555,100"
18/01/2021,126.4 ( -1.1 %),"1,110","1,241,700","1,118.65",868,"1,302,400","1,500","-60,700"
15/01/2021,127.8 ( -0.08 %),992,"1,259,900","1,270.06","1,099","1,454,300","1,323","-194,400"
14/01/2021,127.9 ( 1.35 %),"1,209","2,354,600","1,947.56","1,658","2,278,400","1,374","76,200"
13/01/2021,126.2 ( 0 %),"1,020","1,535,400","1,505.29","1,821","2,080,100","1,142","-544,700"
12/01/2021,126.2 ( 0 %),"1,218","1,953,700","1,604.02","2,048","2,318,200","1,132","-364,500"
11/01/2021,126.2 ( 3.61 %),"1,317","2,742,300","2,082.23","1,734","2,013,900","1,161","728,400"
08/01/2021,121.8 ( 0.83 %),990,"2,948,300","2,978.08","1,683","2,374,600","1,411","573,700"
07/01/2021,120.8 ( -0.41 %),"1,777","1,853,100","1,042.82","1,482","1,811,500","1,222","41,600"
06/01/2021,121.3 ( -0.49 %),"1,155","1,340,900","1,160.95","1,230","1,530,700","1,244","-189,800"
05/01/2021,121.9 ( 1.08 %),"1,408","1,839,100","1,306.18","1,474","1,633,800","1,108","205,300"
04/01/2021,120.6 ( 1.43 %),0,0,0,0,0,0,0
31/12/2020,118.9 ( 1.36 %),0,0,0,0,0,0,0
30/12/2020,117.3 ( 0.09 %),"1,293","1,260,560",974.91,"1,934","1,545,390",799,"-284,830"
