Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
12/08/2022,63 ( 0 %),"3,783","4,588,000","1,212.79","2,921","7,672,500","2,627","-3,084,500"
11/08/2022,63 ( -0.94 %),"2,580","3,759,300","1,457.09","3,571","5,971,500","1,672","-2,212,200"
10/08/2022,63.6 ( 0.47 %),"2,539","3,640,300","1,433.75","3,229","4,345,700","1,346","-705,400"
09/08/2022,63.3 ( 0.64 %),"4,421","5,564,100","1,258.56","3,714","5,384,100","1,450","180,000"
08/08/2022,62.9 ( 0.32 %),"4,052","4,625,600","1,141.56","4,143","4,498,300","1,086","127,300"
05/08/2022,62.7 ( 0 %),"3,843","5,153,400","1,340.98","3,147","5,436,000","1,727","-282,600"
04/08/2022,62.7 ( 1.46 %),"4,994","9,616,500","1,925.61","4,475","7,783,300","1,739","1,833,200"
03/08/2022,61.8 ( -0.32 %),"4,372","6,107,200","1,396.89","3,759","5,178,800","1,378","928,400"
02/08/2022,62 ( 1.14 %),"3,013","4,400,600","1,460.54","2,729","4,462,400","1,635","-61,800"
01/08/2022,61.3 ( 0.49 %),"5,394","6,088,300","1,128.72","2,977","5,195,700","1,745","892,600"
29/07/2022,61 ( -1.61 %),"5,316","6,145,700","1,156.08","2,239","5,493,500","2,454","652,200"
28/07/2022,62 ( -0.16 %),"2,717","3,564,100","1,311.78","2,515","3,967,300","1,577","-403,200"
27/07/2022,62.1 ( -1.43 %),"3,367","4,957,700","1,472.44","2,611","6,151,600","2,356","-1,193,900"
26/07/2022,63 ( -0.47 %),"1,979","4,169,600","2,106.92","3,057","5,296,700","1,733","-1,127,100"
25/07/2022,63.3 ( -1.86 %),"4,304","7,076,100","1,644.08","5,043","9,609,700","1,906","-2,533,600"
22/07/2022,64.5 ( 0.62 %),"3,515","15,524,300","4,416.59","6,198","8,862,300","1,430","6,662,000"
21/07/2022,64.1 ( 4.74 %),"5,325","14,716,600","2,763.68","6,161","7,401,400","1,201","7,315,200"
20/07/2022,61.2 ( 2 %),"11,344","17,296,900","1,524.76","6,485","11,910,600","1,837","5,386,300"
19/07/2022,60 ( -1.64 %),"3,758","4,215,900","1,121.85","2,872","4,093,600","1,425","122,300"
18/07/2022,61 ( -0.81 %),"4,377","4,048,700",924.99,"4,094","4,901,400","1,197","-852,700"
