Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
20/05/2022,134 ( 0.75 %),"1,586","1,462,400",922.07,"1,446","1,458,800","1,009","3,600"
19/05/2022,133 ( -0.37 %),"1,876","1,663,100",886.51,"1,310","1,461,700","1,116","201,400"
18/05/2022,133.5 ( 1.44 %),"2,051","1,583,700",772.16,"1,431","1,352,000",945,"231,700"
17/05/2022,131.6 ( 6.99 %),"1,836","2,143,700","1,167.59","1,522","1,442,700",948,"701,000"
16/05/2022,123 ( -1.68 %),0,0,0,0,0,0,0
13/05/2022,125.1 ( -6.92 %),"3,278","3,507,700","1,070.07","2,455","3,654,400","1,489","-146,700"
12/05/2022,134.4 ( -4.68 %),"2,149","2,397,300","1,115.54","1,751","2,497,200","1,426","-99,900"
11/05/2022,141 ( 0.64 %),"1,988","2,068,800","1,040.64","1,244","1,663,400","1,337","405,400"
10/05/2022,140.1 ( 2.71 %),"2,831","3,306,700","1,168.03","1,864","2,378,400","1,276","928,300"
09/05/2022,136.4 ( -6.96 %),"3,964","3,482,200",878.46,"2,362","4,046,400","1,713","-564,200"
06/05/2022,146.6 ( -1.87 %),"2,714","2,096,600",772.51,"1,246","1,888,400","1,516","208,200"
05/05/2022,149.4 ( -0.07 %),"2,246","1,950,400",868.39,"1,388","2,277,300","1,641","-326,900"
04/05/2022,149.5 ( 0.2 %),"2,622","2,072,600",790.47,"1,593","1,979,800","1,243","92,800"
29/04/2022,149.2 ( 2.9 %),"2,783","3,284,100","1,180.06","1,763","3,291,900","1,867","-7,800"
28/04/2022,145 ( -1.49 %),"2,696","2,297,800",852.3,"1,802","2,661,100","1,477","-363,300"
27/04/2022,147.2 ( -1.08 %),"3,140","3,392,200","1,080.32","1,540","2,431,100","1,579","961,100"
26/04/2022,148.8 ( 2.69 %),0,0,0,0,0,0,0
25/04/2022,144.9 ( -7 %),"3,892","4,634,900","1,190.88","3,553","5,430,700","1,528","-795,800"
22/04/2022,155.8 ( 0.19 %),"4,075","7,406,000","1,817.42","3,985","5,811,200","1,458","1,594,800"
21/04/2022,155.5 ( -0.32 %),"3,021","4,319,200","1,429.73","2,141","3,301,300","1,542","1,017,900"
