Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
27/03/2024,80.3,73.07,-0.4(-0.50 %),"847,300",68.53,0,0,81.2,81.7,80.1
26/03/2024,80.7,73.44,0.3(0.37 %),"596,500",47.95,0,0,80.5,80.9,80
25/03/2024,80.4,73.16,-0.1(-0.12 %),"972,900",78.52,0,0,80.5,81.4,80.1
22/03/2024,80.5,73.26,-0.5(-0.62 %),"1,235,000",99.68,0,0,81,81.5,80.4
21/03/2024,81,73.71,0(0.00 %),"938,700",76.02,0,0,81.9,81.9,80.5
20/03/2024,81,73.71,1.3(1.63 %),"1,462,300",117.82,0,0,80,81.2,79.6
19/03/2024,79.7,72.53,-0.5(-0.62 %),"950,400",76.36,"36,100",2.92,81,81,79.7
18/03/2024,80.2,72.98,-2.1(-2.55 %),"2,494,200",201.74,0,0,82.3,82.9,79.9
15/03/2024,82.3,74.89,1.3(1.60 %),"2,398,900",196.67,0,0,81.3,82.9,80.7
14/03/2024,81,73.71,2(2.53 %),"3,837,000",309.63,0,0,79.7,81.4,79.4
13/03/2024,79,71.89,1.1(1.41 %),"1,230,900",96.71,0,0,78.4,79.2,78
12/03/2024,77.9,70.89,0.1(0.13 %),"1,174,600",91.5,0,0,77.8,78.5,77.7
11/03/2024,77.8,70.8,-1.7(-2.14 %),"1,478,000",116,"36,100",2.85,79.5,79.5,77.8
08/03/2024,79.5,72.34,-0.9(-1.12 %),"2,105,800",169.11,0,0,81,81.6,79.5
07/03/2024,80.4,73.16,0.3(0.37 %),"1,247,100",99.92,"40,000",3.22,80.2,80.7,79.6
06/03/2024,80.2,72.98,1.2(1.52 %),"1,828,100",147.48,0,0,79.4,81.6,79.4
05/03/2024,79,71.89,1.2(1.54 %),"2,069,600",162.72,0,0,78,79.2,77.8
04/03/2024,77.8,70.8,0.2(0.26 %),"1,137,700",88.69,"31,000",2.43,77.8,78.5,77.7
01/03/2024,77.6,70.62,0.2(0.26 %),"991,000",76.77,0,0,77.8,77.8,77.3
29/02/2024,77.4,70.43,-0.6(-0.77 %),"1,255,800",97.65,"31,000",2.42,78.5,78.5,77.2
