Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
12/05/2023,92.5,67.69,0.3(0.33 %),"263,300",24.28,0,0,92,92.8,92
11/05/2023,92.2,67.48,-1(-1.07 %),"407,300",37.72,0,0,93.5,93.8,92.2
10/05/2023,93.2,68.21,-0.9(-0.96 %),"247,500",23.1,0,0,94.6,94.6,92.8
09/05/2023,94.1,68.87,1(1.07 %),"276,600",26.1,0,0,93.5,94.7,93.5
08/05/2023,93.1,68.13,1.2(1.31 %),"263,400",24.41,0,0,92.2,93.1,92.2
05/05/2023,91.9,67.26,-0.1(-0.11 %),"167,600",15.4,0,0,92,92.4,91.6
04/05/2023,92,67.33,-0.8(-0.86 %),"204,200",18.78,0,0,92.1,92.8,91.6
28/04/2023,92.8,67.91,0.6(0.65 %),"161,300",14.97,0,0,93.3,93.3,92.3
27/04/2023,92.2,67.48,-1.2(-1.28 %),"299,000",27.83,0,0,93.6,94.2,92.2
26/04/2023,93.4,68.35,1.4(1.52 %),"336,500",31.33,0,0,91.6,94.2,91.6
25/04/2023,92,67.33,-1.1(-1.18 %),"321,700",29.85,0,0,94,94,92
24/04/2023,93.1,68.13,-2.3(-2.41 %),"563,800",53.29,0,0,95.5,95.7,93.1
21/04/2023,95.4,69.82,-0.6(-0.62 %),"414,800",39.64,0,0,96.8,96.8,95.2
20/04/2023,96,70.26,0.4(0.42 %),"280,900",27.1,0,0,96,97.5,95.6
19/04/2023,95.6,69.96,-1.2(-1.24 %),"334,400",32.2,0,0,97.5,97.8,95.1
18/04/2023,96.8,70.84,-0.4(-0.41 %),"220,200",21.36,0,0,97.5,97.8,96.7
17/04/2023,97.2,71.13,-0.9(-0.92 %),"238,400",23.29,0,0,98.2,98.6,97.1
14/04/2023,98.1,71.79,-1.9(-1.90 %),"281,200",27.89,0,0,100.7,100.7,98.1
13/04/2023,100,73.18,0.2(0.20 %),"181,400",18.12,0,0,100.9,100.9,99.7
12/04/2023,99.8,73.04,-0.1(-0.10 %),"280,100",28.04,0,0,100,101.1,99.6
