Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
26/11/2021,102,72.67,-1.9(-1.83 %),"1,256,000",129.01,"30,000",3.33,103.9,104,101.6
25/11/2021,103.9,74.02,0.9(0.87 %),"657,700",68.4,0,0,103.6,105.1,102.8
24/11/2021,103,73.38,-1.6(-1.53 %),"922,700",96.73,0,0,106.7,106.9,103
23/11/2021,104.6,74.52,2.5(2.45 %),"768,400",79.94,0,0,102.5,105.5,102.5
22/11/2021,102.1,72.74,-3.9(-3.68 %),"1,436,500",148.82,0,0,104,106.3,101.6
19/11/2021,106,75.52,-7.8(-6.85 %),"2,905,400",317.46,"80,000",8.63,113.8,114,105.9
18/11/2021,113.8,81.08,-3.6(-3.07 %),"1,277,500",147.18,0,0,116,117,113.8
17/11/2021,117.4,83.64,0.7(0.60 %),"701,200",82.6,0,0,117,118.7,116.8
16/11/2021,116.7,83.14,-2.2(-1.85 %),"1,545,600",183.07,"20,000",2.37,118,120.2,116.3
15/11/2021,118.9,84.71,0.8(0.68 %),"2,157,500",251.17,0,0,119,119.9,114.7
12/11/2021,118.1,84.14,-0.9(-0.76 %),"1,370,200",161.9,0,0,119.2,120.9,116.4
11/11/2021,119,84.78,-1.4(-1.16 %),"1,895,800",225.7,"28,900",3.48,120,122,117.4
10/11/2021,120.4,85.78,1.2(1.01 %),"1,009,600",121.83,"55,000",6.6,120.1,122.7,119
09/11/2021,119.2,84.92,-3.8(-3.09 %),"1,665,900",201.48,"78,700",9.52,120.8,124,119
08/11/2021,123,87.63,0.6(0.49 %),"1,648,200",199.56,0,0,123.8,123.9,119.2
05/11/2021,122.4,87.2,5.3(4.53 %),"1,340,800",160.68,"273,000",31.96,118,123.6,116.3
04/11/2021,117.1,83.43,-2.9(-2.42 %),"1,660,900",197.04,0,0,118.1,122,117
03/11/2021,120,85.49,-1.6(-1.32 %),"1,891,200",227.57,"20,000",2.6,121.6,122.9,118.5
02/11/2021,121.6,86.63,0.3(0.25 %),"1,507,400",183.02,0,0,122.9,122.9,120.3
01/11/2021,121.3,86.42,-3.2(-2.57 %),"2,076,500",256.85,0,0,124.6,127,121
