Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
18/01/2024,41.15 ( 0 %),532,"751,200","1,412.03",529,"736,800","1,393","14,400"
17/01/2024,41.15 ( 0.37 %),818,"1,149,900","1,405.75",762,"1,029,100","1,351","120,800"
16/01/2024,41 ( 0 %),"1,014","1,378,000","1,358.97",391,"924,000","2,363","454,000"
15/01/2024,41 ( -1.91 %),812,"924,600","1,138.67",558,"1,084,100","1,943","-159,500"
12/01/2024,41.8 ( -0.48 %),889,"1,171,000","1,317.21",787,"1,293,800","1,644","-122,800"
11/01/2024,42 ( 3.7 %),"1,369","1,987,400","1,451.72","1,716","2,019,200","1,177","-31,800"
10/01/2024,40.5 ( 1.25 %),0,0,0,0,0,0,0
09/01/2024,40 ( 0 %),704,"1,071,200","1,521.59",585,"901,000","1,540","170,200"
08/01/2024,40 ( 0 %),524,"622,700","1,188.36",605,"783,800","1,296","-161,100"
05/01/2024,40 ( -0.25 %),450,"702,100","1,560.22",605,"809,200","1,338","-107,100"
04/01/2024,40.1 ( 0.75 %),895,"1,330,200","1,486.26","1,108","1,336,600","1,206","-6,400"
03/01/2024,39.8 ( 0.51 %),603,"960,200","1,592.37",649,"599,000",923,"361,200"
02/01/2024,39.6 ( 0.25 %),470,"638,100","1,357.66",711,"657,200",924,"-19,100"
29/12/2023,39.5 ( -0.25 %),0,0,0,0,0,0,0
28/12/2023,39.6 ( 0.13 %),472,"370,300",784.53,418,"567,800","1,358","-197,500"
27/12/2023,39.55 ( 0.13 %),459,"490,600","1,068.85",586,"936,600","1,598","-446,000"
26/12/2023,39.5 ( 0.51 %),482,"544,900","1,130.5",588,"594,700","1,011","-49,800"
25/12/2023,39.3 ( 1.03 %),648,"599,400",925,426,"483,800","1,136","115,600"
22/12/2023,38.9 ( -1.14 %),900,"585,400",650.44,516,"622,000","1,205","-36,600"
21/12/2023,39.35 ( 0 %),542,"309,800",571.59,396,"401,800","1,015","-92,000"
