Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
21/03/2024,42.8 ( 1.3 %),695,"941,700","1,354.96",714,"1,035,200","1,450","-93,500"
20/03/2024,42.25 ( 0.6 %),821,"980,800","1,194.64",504,"502,600",997,"478,200"
19/03/2024,42 ( 0 %),545,"659,500","1,210.09",452,"477,200","1,056","182,300"
18/03/2024,42 ( -2.55 %),"1,512","1,549,600","1,024.87",787,"1,757,700","2,233","-208,100"
15/03/2024,43.1 ( -1.26 %),"1,335","1,288,900",965.47,693,"1,447,300","2,088","-158,400"
14/03/2024,43.65 ( -0.8 %),736,"1,112,400","1,511.41",868,"1,106,200","1,274","6,200"
13/03/2024,44 ( 1.38 %),"1,197","1,167,600",975.44,568,"1,018,100","1,792","149,500"
12/03/2024,43.4 ( 0.12 %),973,"1,563,400","1,606.78",578,"1,237,400","2,141","326,000"
11/03/2024,43.35 ( -2.47 %),971,"1,561,700","1,608.34",835,"1,832,100","2,194","-270,400"
08/03/2024,44.45 ( -1 %),"1,477","3,523,000","2,385.24","1,479","3,198,300","2,162","324,700"
07/03/2024,44.9 ( 3.7 %),887,"5,442,300","6,135.63","1,542","2,477,200","1,606","2,965,100"
06/03/2024,43.4 ( 0.23 %),967,"1,771,900","1,832.37","1,423","1,691,200","1,188","80,700"
05/03/2024,43.3 ( 0.23 %),671,"1,526,300","2,274.66",814,"1,193,100","1,466","333,200"
04/03/2024,43.2 ( 0.93 %),672,"1,247,600","1,856.55","1,093","1,577,700","1,443","-330,100"
01/03/2024,42.8 ( -0.23 %),683,"743,900","1,089.17",791,"1,137,900","1,439","-394,000"
29/02/2024,42.9 ( 1.06 %),878,"1,261,600","1,436.9","1,375","1,764,500","1,283","-502,900"
28/02/2024,42.45 ( 0 %),696,"1,065,900","1,531.47",574,"893,100","1,556","172,800"
27/02/2024,42.45 ( 0.95 %),446,"793,400","1,778.92",760,"785,100","1,033","8,300"
26/02/2024,42.05 ( 0.24 %),636,"1,005,400","1,580.82",504,"761,600","1,511","243,800"
23/02/2024,41.95 ( -0.47 %),978,"997,800","1,020.25",880,"1,200,500","1,364","-202,700"
