Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
04/04/2023,49.2 ( 0.41 %),451,"479,100","1,062.31",546,"534,300",979,"-55,200"
03/04/2023,49 ( 1.03 %),546,"653,100","1,196.15",790,"574,400",727,"78,700"
31/03/2023,48.45 ( -0.1 %),371,"338,100",911.32,487,"522,800","1,074","-184,700"
30/03/2023,48.45 ( 0.31 %),466,"334,000",716.74,410,"364,500",889,"-30,500"
29/03/2023,48.3 ( -0.41 %),619,"432,800",699.19,514,"537,500","1,046","-104,700"
28/03/2023,48.5 ( 0 %),546,"426,500",781.14,606,"621,200","1,025","-194,700"
27/03/2023,48.5 ( 0 %),723,"584,200",808.02,522,"636,300","1,219","-52,100"
24/03/2023,48.5 ( -0.82 %),960,"707,100",736.56,398,"599,700","1,507","107,400"
23/03/2023,48.9 ( -0.2 %),589,"418,300",710.19,379,"563,500","1,487","-145,200"
22/03/2023,49 ( 0 %),490,"345,700",705.51,470,"579,300","1,233","-233,600"
21/03/2023,49 ( 0 %),416,"405,700",975.24,509,"534,600","1,050","-128,900"
20/03/2023,49 ( -2 %),477,"502,600","1,053.67",790,"1,069,500","1,354","-566,900"
17/03/2023,50 ( 2.88 %),472,"1,047,700","2,219.7",910,"2,236,500","2,458","-1,188,800"
16/03/2023,48.6 ( -1.42 %),499,"332,800",666.93,498,"378,500",760,"-45,700"
15/03/2023,49.3 ( 1.23 %),637,"627,600",985.24,530,"637,100","1,202","-9,500"
14/03/2023,48.7 ( -1.62 %),458,"381,000",831.88,397,"469,100","1,182","-88,100"
13/03/2023,49.5 ( 0.61 %),645,"910,000","1,410.85",769,"855,600","1,113","54,400"
10/03/2023,49.2 ( -0.61 %),439,"399,900",910.93,491,"327,200",666,"72,700"
09/03/2023,49.45 ( 0.92 %),533,"558,500","1,047.84",596,"485,400",814,"73,100"
08/03/2023,49 ( 1.45 %),566,"479,100",846.47,774,"389,100",503,"90,000"
