Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
07/07/2023,26.45,20.65,0.15(0.57 %),"14,796,500",387.16,0,0,26.1,26.45,25.65
06/07/2023,26.3,20.53,0.1(0.38 %),"26,806,400",703.88,0,0,26.2,26.7,25.8
05/07/2023,26.2,20.45,-0.3(-1.13 %),"15,873,600",419.97,"138,000",3.73,26.7,26.7,26.2
04/07/2023,26.5,20.69,0.8(3.11 %),"24,381,900",636.81,0,0,25.7,26.5,25.55
03/07/2023,25.7,20.06,-0.1(-0.39 %),"13,141,200",338.89,"200,001",5.4,26.05,26.1,25.65
30/06/2023,25.8,20.14,0.3(1.18 %),"14,517,400",372.57,"3,000,000",75,25.5,25.9,25.4
29/06/2023,25.45,19.87,-1.15(-4.32 %),"19,941,700",517.21,"220,000",5.96,26.65,26.65,25.45
28/06/2023,26.55,20.73,-0.05(-0.19 %),"16,422,600",437.33,"200,000",5.27,26.6,26.95,26.4
27/06/2023,26.6,20.77,0.8(3.10 %),"20,384,500",536.93,1,0,25.85,26.75,25.8
26/06/2023,25.8,20.14,-0.2(-0.77 %),"17,384,100",444.23,"100,000",2.6,26,26.05,25.25
23/06/2023,26,20.3,-0.1(-0.38 %),"12,483,200",324.94,"160,000",4.13,26.1,26.2,25.75
22/06/2023,26.1,20.38,0.1(0.38 %),"15,245,600",396.24,0,0,26.1,26.5,25.8
21/06/2023,26,20.3,0.3(1.17 %),"19,258,600",499.21,"742,250",18.74,25.7,26.2,25.6
20/06/2023,25.7,20.06,0.3(1.18 %),"19,253,600",488,"314,000",7.96,25.8,25.95,24.95
19/06/2023,26.4,19.83,0.3(1.15 %),"15,014,000",395.55,"554,250",14.63,26.3,26.7,26.1
16/06/2023,26.1,19.6,0.4(1.56 %),"34,448,400",913.88,"5,020,000",128.98,26.05,27.2,26.05
15/06/2023,25.7,19.3,0.3(1.18 %),"14,244,700",365.34,0,0,25.5,25.8,25.45
14/06/2023,25.4,19.08,0.05(0.20 %),"25,250,900",648.85,"1,095,000",27.77,25.5,26.2,25.35
13/06/2023,25.35,19.04,0(0.00 %),"18,419,600",467.14,0,0,25.5,25.7,25.1
12/06/2023,25.35,19.04,0.1(0.40 %),"17,308,500",433.51,"95,000",2.42,25.25,25.4,24.7
