Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
28/05/2024,35.6,27.79,0.5(1.42 %),"13,044,000",462.35,197,0.01,35.3,35.6,35.15
27/05/2024,35.1,27.4,-0.15(-0.43 %),"16,841,300",590.69,132,0,35.25,35.5,34.8
24/05/2024,35.25,27.52,-1.45(-3.95 %),"28,294,900","1,012.93",76,0,36.3,36.45,34.8
23/05/2024,36.7,28.65,0.25(0.69 %),"16,679,200",604.17,"250,082",8.75,36.4,36.7,35.85
22/05/2024,36.45,28.46,-0.35(-0.95 %),"22,688,000",837.4,"150,078",5.28,36.8,37.35,36.4
21/05/2024,36.8,28.73,0.15(0.41 %),"14,037,400",512.94,"687,115",24.8,36.55,36.8,36.3
20/05/2024,36.65,28.61,0.25(0.69 %),"19,945,200",734.88,"20,101",0.73,36.6,37.1,36.5
17/05/2024,36.4,28.42,0.3(0.83 %),"14,815,700",538.13,"1,087,021",40.08,36.1,36.6,35.95
16/05/2024,36.1,28.18,0.15(0.42 %),"13,615,900",493.48,"300,037",10.22,36.35,36.4,36.05
15/05/2024,35.95,28.07,0.45(1.27 %),"20,293,600",729.73,"700,044",23.8,35.7,36.3,35.5
14/05/2024,35.5,27.71,-0.1(-0.28 %),"7,029,000",249.93,106,0,35.65,35.9,35.35
13/05/2024,35.6,27.79,0.15(0.42 %),"10,272,700",366.2,"1,000,160",37.21,35.65,35.9,35.25
10/05/2024,35.45,27.68,0.25(0.71 %),"12,118,500",427.44,0,0,35.3,35.5,35
09/05/2024,35.2,27.48,-0.45(-1.26 %),"15,342,900",542.72,"20,006",0.72,35.85,35.9,35.05
08/05/2024,35.65,27.83,0.1(0.28 %),"13,710,900",487.38,0,0,35.2,35.9,35.1
07/05/2024,35.55,27.75,-0.1(-0.28 %),"8,273,300",294.42,0,0,35.8,36,35.4
06/05/2024,35.65,27.83,1(2.89 %),"16,789,600",597.31,0,0,35,36.05,34.95
03/05/2024,34.65,27.05,-0.05(-0.14 %),"9,163,900",320.56,0,0,35.1,35.3,34.6
02/05/2024,34.7,27.09,-0.5(-1.42 %),"12,220,400",423.23,"27,000",0.95,35.2,35.3,34.3
26/04/2024,35.2,27.48,-0.15(-0.42 %),"13,819,800",483.86,"450,000",16.74,34.85,35.35,34.7
