Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
28/11/2023,22.8,,0.2(0.88 %),"1,971,100",44.6,0,0,22.6,22.8,22.35
27/11/2023,22.6,,0(0.00 %),"2,222,200",50.52,0,0,22.6,22.95,22.55
24/11/2023,22.6,,0(0.00 %),"4,005,100",89.4,0,0,22.55,22.6,22
23/11/2023,22.6,,-0.2(-0.88 %),"5,353,700",122.95,0,0,22.9,23.45,22.6
22/11/2023,22.8,,0.2(0.88 %),"3,400,700",77.02,0,0,22.7,22.85,22.5
21/11/2023,22.6,,0.05(0.22 %),"4,601,900",104.17,0,0,22.9,22.95,22.5
20/11/2023,22.55,,-0.25(-1.10 %),"4,059,300",92.53,0,0,22.55,23.2,22.55
17/11/2023,22.8,,-1.05(-4.40 %),"8,229,200",190.95,"1,043,800",24.21,24,24.15,22.5
16/11/2023,23.85,,-0.25(-1.04 %),"4,276,100",101.88,0,0,24,24.05,23.65
15/11/2023,24.1,,0.1(0.42 %),"3,942,600",96.38,0,0,24.5,24.75,24.1
14/11/2023,24,,0.5(2.13 %),"3,670,600",87.49,0,0,23.85,24.1,23.5
13/11/2023,23.5,,-0.45(-1.88 %),"3,840,800",91.56,0,0,24,24.2,23.45
10/11/2023,23.95,,-0.35(-1.44 %),"4,353,000",104.68,"1,935,500",46.54,23.85,24.4,23.85
09/11/2023,24.3,,0.6(2.53 %),"5,772,800",140.61,"1,151,800",28.05,24,24.6,23.95
08/11/2023,23.7,,0.55(2.38 %),"5,845,600",136.5,0,0,23.2,23.85,22.85
07/11/2023,23.15,,-0.85(-3.54 %),"5,320,400",124.39,"9,193,400",223.99,23.7,24,23.05
06/11/2023,24,,-0.4(-1.64 %),"5,406,700",129.66,"250,000",6.1,24.3,24.5,23.7
03/11/2023,24.4,,1.15(4.95 %),"12,592,000",301.81,0,0,23.5,24.4,23.2
02/11/2023,23.25,,0.55(2.42 %),"5,800,700",133.45,"970,000",22.31,23,23.3,22.45
01/11/2023,22.7,,0.5(2.25 %),"6,236,700",138.76,"400,000",8.88,22.3,22.7,21.6
