Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
11/04/2023,29.05,,-0.05(-0.17 %),"1,017,000",29.48,0,0,28.95,29.15,28.85
10/04/2023,29.1,,-0.1(-0.34 %),"1,435,500",41.77,"400,000",11.69,29.3,29.3,28.9
07/04/2023,29.2,,-0.3(-1.02 %),"1,723,900",50.26,0,0,29.5,29.55,28.5
06/04/2023,29.5,,0(0.00 %),"2,706,800",79.69,"500,000",14.74,29.55,29.55,29.3
05/04/2023,29.45,,-0.05(-0.17 %),"2,446,000",71.79,"1,498,000",43.95,29.45,29.55,29.2
04/04/2023,29.45,,-0.15(-0.51 %),"1,958,000",57.22,"1,156,055",33.78,29.6,29.6,29.05
03/04/2023,29.6,,0(0.00 %),"3,057,800",91.06,"495,000",14.72,29.9,30.2,29.5
31/03/2023,29.55,,-0.35(-1.17 %),"5,358,200",161.41,"220,000",6.57,30,31,29.55
30/03/2023,29.9,,0.6(2.05 %),"7,146,900",216.03,"185,200",5.47,29.5,31.25,29.3
29/03/2023,29.25,,-0.05(-0.17 %),"1,472,200",42.69,"690,000",20.03,29,29.25,28.75
28/03/2023,29.25,,-0.05(-0.17 %),"2,801,800",82.2,"100,000",2.94,29.05,29.65,29.05
27/03/2023,29.3,,0(0.00 %),"1,714,000",50,0,0,29.25,29.45,28.65
24/03/2023,29.25,,-0.05(-0.17 %),"1,312,500",38.53,"497,000",14.59,29.25,29.45,29.2
23/03/2023,29.3,,-0.4(-1.35 %),"1,817,500",53.18,"300,000",8.78,29,29.45,29
22/03/2023,29.7,,0.2(0.68 %),"4,228,500",124.8,0,0,29.1,29.8,28.85
21/03/2023,29.45,,0.45(1.55 %),"3,045,500",88.05,0,0,28.95,29.5,28.15
20/03/2023,29,,-0.5(-1.69 %),"2,353,200",67.28,0,0,29.5,29.5,28.05
17/03/2023,29.5,,0.5(1.72 %),"6,891,400",203.27,"800,000",23.6,28.95,29.7,28.95
16/03/2023,28.95,,0.45(1.58 %),"2,649,100",76.64,0,0,28.45,29.05,28.45
15/03/2023,28.5,,-0.3(-1.04 %),"3,577,700",102.97,"11,880,600",342.12,28.8,29.4,28.2
