Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
17/03/2025,18.7,,-0.05(-0.27 %),"9,392,000",175.6,0,0,18.65,18.8,18.6
14/03/2025,18.75,,-0.05(-0.27 %),"11,422,100",215.59,0,0,18.9,19.1,18.7
13/03/2025,18.8,,0.5(2.73 %),"29,808,500",561.82,0,0,18.3,19.2,18.25
12/03/2025,18.3,,0.1(0.55 %),"11,789,600",215.96,"1,425,000",27.65,18.2,18.45,18.15
11/03/2025,18.2,,-0.05(-0.27 %),"8,111,000",146.35,0,0,17.9,18.25,17.7
10/03/2025,18.25,,0.05(0.27 %),"8,696,300",159.19,"925,000",17.9,18.35,18.45,18.2
07/03/2025,18.2,,0.35(1.96 %),"16,865,500",306.92,0,0,17.85,18.5,17.8
06/03/2025,17.85,,0.1(0.56 %),"7,172,100",127.87,0,0,17.75,17.95,17.65
05/03/2025,17.75,,0.05(0.28 %),"12,706,900",227.1,0,0,17.7,18.05,17.6
04/03/2025,17.7,,0(0.00 %),"11,254,500",198.92,"190,000",3.5,17.6,17.8,17.55
03/03/2025,17.7,,0.3(1.72 %),"12,108,200",214.31,0,0,17.35,17.95,17.35
28/02/2025,17.4,,0.2(1.16 %),"11,416,300",199.09,"190,000",3.5,17.25,17.65,17.2
27/02/2025,17.2,,0.05(0.29 %),"8,005,700",136.69,0,0,17.15,17.2,16.9
26/02/2025,17.15,,-0.1(-0.58 %),"5,280,100",90.55,0,0,17.25,17.35,17
25/02/2025,17.25,,-0.1(-0.58 %),"5,837,200",101.38,0,0,17.4,17.5,17.25
24/02/2025,17.35,,0.1(0.58 %),"7,296,500",125.79,0,0,17.2,17.35,17.1
21/02/2025,17.25,,-0.1(-0.58 %),"8,867,700",152.72,0,0,17.35,17.4,17.1
20/02/2025,17.35,,0.15(0.87 %),"10,812,700",187.66,0,0,17.25,17.45,17.25
19/02/2025,17.2,,0.35(2.08 %),"11,283,100",192.66,0,0,16.9,17.3,16.8
18/02/2025,16.85,,0.4(2.43 %),"10,881,800",183.05,0,0,16.5,17.05,16.45
