Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
16/12/2021,122.8 ( -0.97 %),462,"882,900","1,911.04",651,"1,037,500","1,594","-154,600"
15/12/2021,124 ( 0 %),395,"855,200","2,165.06",490,"1,151,000","2,349","-295,800"
14/12/2021,124 ( -1.43 %),428,"876,200","2,047.2",594,"1,188,600","2,001","-312,400"
13/12/2021,125.8 ( 1.04 %),502,"1,007,200","2,006.37",636,"1,191,300","1,873","-184,100"
10/12/2021,124.5 ( 0.81 %),622,"803,900","1,292.44",687,"1,057,300","1,539","-253,400"
09/12/2021,123.5 ( 1.73 %),676,"1,095,600","1,620.71",731,"1,089,000","1,490","6,600"
08/12/2021,121.4 ( -1.3 %),487,"865,500","1,777.21",545,"1,167,500","2,142","-302,000"
07/12/2021,123 ( 2.07 %),654,"1,221,900","1,868.35",634,"1,065,300","1,680","156,600"
06/12/2021,120.5 ( 0.08 %),705,"934,500","1,325.53",640,"1,114,800","1,742","-180,300"
03/12/2021,120.4 ( 0 %),667,"993,700","1,489.81",545,"1,129,900","2,073","-136,200"
02/12/2021,120.4 ( 0.33 %),659,"1,081,100","1,640.52",589,"933,300","1,585","147,800"
01/12/2021,120 ( -2.04 %),"1,151","1,067,300",927.28,682,"1,105,100","1,620","-37,800"
30/11/2021,122.5 ( -2 %),"1,137","866,000",761.65,659,"1,007,400","1,529","-141,400"
29/11/2021,125 ( -3.47 %),795,"1,024,400","1,288.55","1,186","1,265,100","1,067","-240,700"
26/11/2021,129.5 ( -1.89 %),653,"1,050,300","1,608.42",860,"1,557,300","1,811","-507,000"
25/11/2021,132 ( -0.15 %),436,"1,118,900","2,566.28",913,"1,483,400","1,625","-364,500"
24/11/2021,132.2 ( 0.15 %),678,"1,384,100","2,041.45","1,179","1,487,500","1,262","-103,400"
23/11/2021,132 ( 3.12 %),683,"1,823,500","2,669.84",884,"1,451,500","1,642","372,000"
22/11/2021,128 ( 0.16 %),381,"872,600","2,290.29",602,"1,070,100","1,778","-197,500"
19/11/2021,127.8 ( 1.03 %),558,"1,045,100","1,872.94",574,"1,156,500","2,015","-111,400"
