Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
08/05/2023,96.3 ( 0.31 %),325,"112,700",346.77,356,"196,300",551,"-83,600"
05/05/2023,96 ( 0.52 %),289,"134,900",466.78,387,"150,600",389,"-15,700"
04/05/2023,95.5 ( -1.55 %),666,"300,700",451.5,543,"392,500",723,"-91,800"
28/04/2023,97 ( 2 %),0,0,0,0,0,0,0
27/04/2023,95.1 ( -0.11 %),497,"199,600",401.61,824,"198,500",241,"1,100"
26/04/2023,95.2 ( -0.73 %),0,0,0,0,0,0,0
25/04/2023,95.9 ( -1.54 %),766,"376,000",490.86,654,"467,300",715,"-91,300"
24/04/2023,97.4 ( -0.1 %),661,"325,200",491.98,359,"351,100",978,"-25,900"
21/04/2023,97.5 ( -2.01 %),670,"230,500",344.03,441,"259,500",588,"-29,000"
20/04/2023,99.5 ( -0.6 %),516,"220,700",427.71,375,"193,700",517,"27,000"
19/04/2023,100.1 ( 1.11 %),0,0,0,0,0,0,0
18/04/2023,99 ( -0.6 %),455,"444,400",976.7,420,"285,600",680,"158,800"
17/04/2023,99.6 ( 1.12 %),546,"314,100",575.27,402,"340,200",846,"-26,100"
14/04/2023,98.5 ( -0.81 %),613,"213,200",347.8,413,"227,100",550,"-13,900"
13/04/2023,99.3 ( -0.4 %),576,"197,100",342.19,318,"220,800",694,"-23,700"
12/04/2023,99.7 ( -2.54 %),"1,133","412,200",363.81,547,"424,700",776,"-12,500"
11/04/2023,102.3 ( 0 %),585,"348,700",596.07,355,"380,200","1,071","-31,500"
10/04/2023,102.3 ( -0.68 %),726,"441,200",607.71,497,"474,300",954,"-33,100"
07/04/2023,103 ( 0.78 %),469,"252,400",538.17,375,"328,600",876,"-76,200"
06/04/2023,102.2 ( -0.68 %),544,"317,200",583.09,368,"364,500",990,"-47,300"
