Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
20/06/2024,30.75 ( -0.49 %),"5,476","30,736,000","5,612.86","3,931","37,141,200","9,448","-6,405,200"
19/06/2024,30.9 ( 1.15 %),"3,985","24,491,000","6,145.8","4,749","27,147,500","5,716","-2,656,500"
18/06/2024,30.55 ( 0.16 %),"3,014","24,129,900","8,005.94","4,307","23,803,000","5,527","326,900"
17/06/2024,30.5 ( -0.16 %),"4,010","24,247,300","6,046.71","3,237","22,162,200","6,847","2,085,100"
14/06/2024,30.55 ( -3.48 %),"5,562","21,895,500","3,936.62","5,158","31,812,400","6,168","-9,916,900"
13/06/2024,31.65 ( 0.96 %),"3,804","34,090,300","8,961.7","8,315","41,481,800","4,989","-7,391,500"
12/06/2024,31.35 ( 0.48 %),"2,587","18,029,700","6,969.35","4,602","23,166,600","5,034","-5,136,900"
11/06/2024,31.2 ( 0.32 %),"3,745","25,739,800","6,873.11","6,709","33,384,900","4,976","-7,645,100"
10/06/2024,31.1 ( 1.14 %),"3,815","26,167,300","6,859.06","9,331","41,097,500","4,404","-14,930,200"
07/06/2024,30.75 ( 0.16 %),"2,661","20,830,500","7,828.07","7,735","39,497,000","5,106","-18,666,500"
06/06/2024,30.7 ( 3.72 %),"6,337","48,209,400","7,607.61","15,123","62,743,300","4,149","-14,533,900"
05/06/2024,29.6 ( -1.17 %),"3,450","21,879,500","6,341.88","7,803","37,789,400","4,843","-15,909,900"
04/06/2024,29.95 ( 0.67 %),"6,551","29,798,500","4,548.69","11,346","46,677,000","4,114","-16,878,500"
03/06/2024,29.75 ( 6.82 %),"5,624","72,482,700","12,888.1","8,041","34,063,400","4,236","38,419,300"
31/05/2024,27.85 ( 0 %),"3,257","11,701,200","3,592.63","3,483","10,348,400","2,971","1,352,800"
30/05/2024,27.85 ( -1.42 %),"6,065","24,356,900","4,015.98","3,331","23,568,500","7,076","788,400"
29/05/2024,28.25 ( -2.08 %),"5,586","14,915,900","2,670.23","4,809","20,894,000","4,345","-5,978,100"
28/05/2024,28.85 ( 0.52 %),"3,518","14,184,800","4,032.06","5,093","20,975,200","4,118","-6,790,400"
27/05/2024,28.7 ( 0 %),"3,351","11,291,000","3,369.44","4,047","16,395,300","4,051","-5,104,300"
24/05/2024,28.7 ( 0.53 %),"9,284","43,706,600","4,707.73","13,043","49,592,600","3,802","-5,886,000"
