Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
23/11/2023,28.2 ( -3.09 %),"8,653","25,236,000","2,916.45","3,792","29,162,000","7,690","-3,926,000"
22/11/2023,29.1 ( -0.68 %),"9,957","41,748,900","4,192.92","3,332","38,681,700","11,609","3,067,200"
21/11/2023,29.3 ( 0.34 %),"3,435","14,702,800","4,280.29","2,958","16,182,700","5,471","-1,479,900"
20/11/2023,29.2 ( -0.51 %),"9,479","37,759,100","3,983.45","4,108","26,125,100","6,360","11,634,000"
17/11/2023,29.35 ( -2.81 %),"8,363","43,067,300","5,149.74","5,566","40,778,000","7,326","2,289,300"
16/11/2023,30.2 ( 0.67 %),"3,636","25,094,600","6,901.71","3,410","18,562,800","5,444","6,531,800"
15/11/2023,30 ( 0 %),"3,742","29,964,000","8,007.48","7,065","42,582,200","6,027","-12,618,200"
14/11/2023,30 ( 2.56 %),"5,487","40,441,000","7,370.33","8,552","45,171,200","5,282","-4,730,200"
13/11/2023,29.25 ( -0.85 %),"6,117","27,227,100","4,451.05","3,933","36,743,200","9,342","-9,516,100"
10/11/2023,29.5 ( -0.51 %),"6,225","28,300,200","4,546.22","5,935","28,890,500","4,868","-590,300"
09/11/2023,29.65 ( -1.17 %),"7,538","53,144,600","7,050.23","5,041","40,387,000","8,012","12,757,600"
08/11/2023,30 ( 3.45 %),"5,895","42,944,000","7,284.82","5,879","32,032,100","5,449","10,911,900"
07/11/2023,29 ( -1.53 %),"4,698","23,202,600","4,938.83","4,345","20,703,100","4,765","2,499,500"
06/11/2023,29.45 ( 3.33 %),"6,107","55,923,000","9,157.2","7,338","44,502,800","6,065","11,420,200"
03/11/2023,28.5 ( -1.72 %),"7,456","47,464,100","6,365.89","5,057","40,223,400","7,954","7,240,700"
01/11/2023,27.65 ( 2.41 %),"5,083","19,631,600","3,862.21","3,880","16,373,500","4,220","3,258,100"
31/10/2023,27 ( 0 %),"8,105","50,689,700","6,254.13","7,221","68,298,900","9,458","-17,609,200"
30/10/2023,27 ( -5.92 %),"9,670","28,149,700","2,911.03","2,942","32,105,000","10,913","-3,955,300"
27/10/2023,28.7 ( 2.14 %),"6,024","39,275,600","6,519.85","5,185","34,513,000","6,656","4,762,600"
26/10/2023,0 ( 0 %),"18,039","72,266,900","4,006.15","5,356","62,010,100","11,578","10,256,800"
