Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
04/01/2023,23.3 ( -0.85 %),"5,614","35,282,300","6,284.7","6,839","41,869,100","6,122","-6,586,800"
03/01/2023,23.5 ( 4.44 %),"4,205","33,190,200","7,893.03","6,588","31,650,100","4,804","1,540,100"
30/12/2022,22.5 ( 0.45 %),"4,673","18,162,500","3,886.69","3,937","26,049,200","6,617","-7,886,700"
29/12/2022,22.35 ( -2.4 %),"3,096","14,545,700","4,698.22","3,774","26,234,400","6,951","-11,688,700"
28/12/2022,22.9 ( 1.78 %),"6,125","42,179,100","6,886.38","4,263","30,256,900","7,098","11,922,200"
27/12/2022,22.5 ( 2.74 %),"5,401","47,435,700","8,782.76","4,058","33,264,600","8,197","14,171,100"
26/12/2022,21.9 ( -6.81 %),"7,307","30,936,600","4,233.83","4,331","34,664,200","8,004","-3,727,600"
23/12/2022,23.5 ( 0.43 %),"5,391","28,063,600","5,205.64","5,459","27,913,200","5,113","150,400"
22/12/2022,23.4 ( -0.85 %),"5,327","31,437,100","5,901.46","8,848","41,591,500","4,701","-10,154,400"
21/12/2022,23.55 ( 4.67 %),"5,910","57,842,800","9,787.28","14,030","68,491,500","4,882","-10,648,700"
20/12/2022,22.45 ( 0.22 %),"11,901","54,004,000","4,537.77","6,667","46,043,700","6,906","7,960,300"
19/12/2022,22.4 ( -1.75 %),"6,729","40,028,200","5,948.61","6,178","43,548,400","7,049","-3,520,200"
16/12/2022,22.8 ( -2.15 %),"10,909","54,161,700","4,964.86","5,494","45,872,600","8,350","8,289,100"
15/12/2022,23.25 ( -0.21 %),"5,878","44,712,900","7,606.82","8,560","42,364,900","4,949","2,348,000"
14/12/2022,23.25 ( 2.88 %),"6,183","35,318,800","5,712.24","10,038","42,241,700","4,208","-6,922,900"
13/12/2022,22.55 ( 5.87 %),"7,931","51,837,700","6,536.09","9,932","39,179,700","3,945","12,658,000"
12/12/2022,21.3 ( -4.91 %),"6,425","28,477,500","4,432.3","8,486","34,540,900","4,070","-6,063,400"
09/12/2022,22.4 ( 3.23 %),"6,431","49,819,100","7,746.71","12,459","48,651,600","3,905","1,167,500"
08/12/2022,21.7 ( 6.9 %),"4,314","65,364,000","15,151.6","4,074","21,458,500","5,267","43,905,500"
07/12/2022,20.3 ( -2.4 %),"13,584","55,805,100","4,108.15","7,115","45,919,200","6,454","9,885,900"
