Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
01/06/2021,89.9 ( -0.66 %),"2,613","5,601,100","2,143.55","3,579","5,194,900","1,451","406,200"
31/05/2021,90.5 ( -0.66 %),"3,448","5,086,800","1,475.29","4,790","6,930,200","1,447","-1,843,400"
28/05/2021,91.1 ( 0.66 %),"3,344","5,876,200","1,757.24","5,680","6,590,600","1,160","-714,400"
27/05/2021,90.5 ( -0.55 %),"3,178","4,790,700","1,507.46","6,674","7,783,500","1,166","-2,992,800"
26/05/2021,91 ( 0.55 %),"5,393","8,631,000","1,600.41","6,637","10,047,000","1,514","-1,416,000"
25/05/2021,90.5 ( -0.77 %),"4,142","4,822,800","1,164.37","4,984","5,769,700","1,158","-946,900"
24/05/2021,91.2 ( 2.24 %),"5,952","10,226,500","1,718.16","9,120","10,889,400","1,194","-662,900"
21/05/2021,89.2 ( 1.36 %),"6,530","8,669,000","1,327.57","6,945","7,637,800","1,100","1,031,200"
20/05/2021,88 ( 0.57 %),"5,064","7,138,200","1,409.6","3,985","5,144,100","1,291","1,994,100"
19/05/2021,87.5 ( 0.57 %),"5,986","6,832,900","1,141.48","5,249","5,938,400","1,131","894,500"
18/05/2021,87 ( -0.23 %),"8,043","7,959,400",989.61,"4,612","5,220,000","1,132","2,739,400"
17/05/2021,87.2 ( -2.57 %),"10,111","9,588,200",948.29,"4,850","8,535,100","1,760","1,053,100"
14/05/2021,89.5 ( -1.1 %),"6,823","6,806,200",997.54,"5,524","7,788,500","1,410","-982,300"
13/05/2021,90.5 ( -1.42 %),"5,470","6,929,000","1,266.73","4,582","7,128,600","1,556","-199,600"
12/05/2021,91.8 ( 0.66 %),"6,486","6,437,500",992.52,"5,061","6,446,700","1,274","-9,200"
11/05/2021,91.2 ( -1.94 %),"8,154","6,725,300",824.79,"11,856","10,933,100",922,"-4,207,800"
10/05/2021,93 ( 6.9 %),"15,017","15,143,100","1,008.4","9,601","11,646,500","1,213","3,496,600"
07/05/2021,87 ( -2.9 %),"15,296","14,241,300",931.05,"9,872","10,803,300","1,094","3,438,000"
06/05/2021,89.6 ( -2.61 %),"13,930","11,637,000",835.39,"7,178","11,652,700","1,623","-15,700"
05/05/2021,92 ( 0.44 %),"6,980","6,656,900",953.71,"4,466","6,644,600","1,488","12,300"
