Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
29/07/2021,50.4(0.40 %),"6,800",0.34,"18,300",0.92,"11,500",0.58,"164,495,880",26.84%
28/07/2021,50.2(-0.59 %),"-1,480",-0.74,120,0.06,"1,600",0.81,"164,524,190",26.84%
27/07/2021,50.5(-0.20 %),"-7,980",-4.03,"5,300",2.69,"13,280",6.72,"164,325,690",26.86%
26/07/2021,50.6(0.40 %),"76,100",3.85,"119,400",6,"43,300",2.16,"164,408,080",26.85%
23/07/2021,50.4(-0.79 %),"9,630",4.88,"29,600",15.02,"19,970",10.13,"164,436,990",26.85%
22/07/2021,50.8(2.63 %),"82,800",4.19,"86,800",4.39,"4,000",0.2,"164,580,480",26.83%
21/07/2021,49.5(-0.80 %),"-32,100",-1.59,"25,000",1.24,"57,100",2.83,"164,663,280",26.82%
20/07/2021,49.9(3.96 %),"-11,400",-0.43,"150,700",7.39,"162,100",7.82,"164,631,180",26.82%
19/07/2021,48(-5.88 %),"-6,600",-3.33,"11,330",5.49,"17,930",8.82,"163,648,580",26.95%
16/07/2021,51(0.99 %),"-7,850",-4.03,"50,410",25.78,"58,260",29.81,"163,586,080",26.96%
15/07/2021,50.5(1.00 %),"-25,820",-12.83,"15,580",7.84,"41,400",20.66,"163,897,180",26.92%
14/07/2021,50(-1.38 %),"-81,800",-4.09,"88,000",4.41,"169,800",8.5,"164,217,080",26.88%
13/07/2021,50.7(0.80 %),"-1,400",-0.7,"17,500",8.82,"18,900",9.52,"163,712,280",26.95%
12/07/2021,50.3(-5.27 %),"40,900",2.03,"267,800",13.45,"226,900",11.42,"164,121,280",26.89%
09/07/2021,53.1(-3.28 %),"-121,000",-6.58,"94,800",5.15,"215,800",11.73,"164,162,180",26.89%
08/07/2021,54.9(0.73 %),"-34,740",-19.04,"8,530",4.69,"43,270",23.72,"163,166,880",27.02%
07/07/2021,54.5(-2.50 %),"-26,500",-14.31,"20,080",10.97,"46,580",25.28,"163,083,680",27.03%
06/07/2021,55.9(-4.12 %),"-4,990",-2.89,"13,870",7.88,"18,860",10.77,"163,097,880",27.03%
05/07/2021,58.2(-1.52 %),"-9,540",-5.55,"7,110",4.15,"16,650",9.7,"163,213,880",27.01%
02/07/2021,59.1(0.17 %),"-15,710",-9.27,"2,950",1.74,"18,660",11.01,"163,227,980",27.01%
