Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
18/01/2022,51.6(-2.09 %),"31,000",1.59,"80,600",4.17,"49,600",2.58,"167,698,292",26.41%
17/01/2022,52.7(-2.77 %),"-22,900",-1.25,"13,200",0.7,"36,100",1.95,"167,764,692",26.4%
14/01/2022,54.2(0.37 %),"14,600",0.79,"28,300",1.53,"13,700",0.74,"167,540,092",26.43%
13/01/2022,54(0.00 %),"-118,600",-6.42,"119,700",6.59,"238,300",13.01,"167,345,812",26.46%
12/01/2022,54(0.37 %),"-194,800",-10.43,"28,700",1.53,"223,500",11.96,"167,533,912",26.43%
11/01/2022,53.8(-1.65 %),"-21,400",-1.16,"20,300",1.1,"41,700",2.27,"167,467,562",26.44%
10/01/2022,54.7(-1.62 %),"-80,000",-4.54,"14,900",0.52,"94,900",5.07,"167,457,262",26.44%
07/01/2022,55.6(-1.07 %),"-2,100",-0.11,"28,500",1.6,"30,600",1.71,"167,421,962",26.45%
06/01/2022,56.2(-0.71 %),"-39,300",-2.21,"10,700",0.6,"50,000",2.81,"167,437,162",26.44%
05/01/2022,56.6(-0.53 %),"14,600",0.83,"28,400",1.61,"13,800",0.78,"167,430,462",26.45%
04/01/2022,56.9(1.61 %),"-10,100",-0.57,"7,300",0.41,"17,400",0.99,"167,418,452",26.45%
31/12/2021,56(1.63 %),"188,900",10.56,"229,300",12.82,"40,400",2.26,"167,374,652",26.45%
30/12/2021,55.1(-0.18 %),"-10,900",-0.6,"40,200",2.22,"51,100",2.82,"167,521,952",26.43%
29/12/2021,55.2(-0.90 %),"143,600",7.94,"225,600",12.48,"82,000",4.53,"167,489,052",26.44%
28/12/2021,55.7(-0.71 %),"-44,500",-2.49,"28,600",1.6,"73,100",4.09,"167,550,652",26.43%
27/12/2021,56.1(0.18 %),"-142,100",-7.99,"13,300",0.75,"155,400",8.74,"167,506,152",26.43%
24/12/2021,56(2.00 %),0,0,0,0,0,0,"167,182,852",26.48%
23/12/2021,54.9(-2.83 %),"-14,100",-0.78,"37,100",2.06,"51,200",2.84,"167,196,952",0%
22/12/2021,56.5(-0.88 %),"46,900",2.63,"180,700",10.22,"133,800",7.58,"167,182,852",26.48%
21/12/2021,57(0.71 %),"16,400",0.9,"206,900",11.75,"190,500",10.85,"167,229,752",0%
