Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
12/08/2022,58.2(2.65 %),"-5,300",-0.31,"11,000",0.64,"16,300",0.95,"166,081,512",26.63%
11/08/2022,56.7(-1.39 %),"-2,100",-0.12,"5,300",0.3,"7,400",0.42,"166,059,012",26.63%
10/08/2022,57.5(-1.37 %),"-25,100",-1.44,"8,400",0.48,"33,500",1.93,"166,000,412",26.64%
09/08/2022,58.3(-0.68 %),"-61,400",-3.58,"2,500",0.15,"63,900",3.73,"166,002,412",26.64%
08/08/2022,58.7(-0.17 %),"3,600",0.21,"9,800",0.58,"6,200",0.36,"166,000,412",26.64%
05/08/2022,58.8(0.68 %),"102,500",6.03,"106,500",6.26,"4,000",0.24,"165,978,812",26.64%
04/08/2022,58.4(0.00 %),"-2,200",-0.13,"31,700",1.85,"33,900",1.98,"166,075,912",26.63%
03/08/2022,58.4(-0.85 %),"3,600",0.21,"13,000",0.76,"9,400",0.55,"166,075,812",26.63%
02/08/2022,58.9(-0.51 %),"-8,700",-0.51,"23,100",1.36,"31,800",1.87,"165,940,012",26.65%
01/08/2022,59.2(2.42 %),"55,700",3.3,"204,500",12.11,"148,800",8.81,"165,957,812",26.64%
29/07/2022,57.8(2.12 %),"109,100",6.31,"114,400",6.61,"5,300",0.31,"166,128,412",26.62%
28/07/2022,56.6(-1.05 %),"-24,900",-1.41,"9,000",0.51,"33,900",1.92,"166,223,712",26.61%
27/07/2022,57.2(5.15 %),"182,900",10.46,"202,000",11.55,"19,100",1.09,"166,219,712",26.61%
26/07/2022,54.4(-1.81 %),"-9,300",-0.51,"3,700",0.2,"13,000",0.71,"166,399,412",26.58%
25/07/2022,55.4(-1.60 %),"45,400",2.52,"64,200",3.56,"18,800",1.04,"166,299,312",26.6%
22/07/2022,56.3(-0.71 %),"15,300",-5.3,"18,600",0.43,"3,300",5.73,"166,255,012",26.6%
21/07/2022,56.7(-1.39 %),"-70,800",-4.01,"37,200",2.11,"108,000",6.12,"166,247,112",26.6%
20/07/2022,57.5(0.70 %),"-8,400",-0.48,"7,100",0.41,"15,500",0.89,"166,252,012",26.6%
19/07/2022,57.1(-0.35 %),"-22,100",-1.26,"9,700",0.55,"31,800",1.82,"165,967,312",26.64%
18/07/2022,57.3(1.42 %),"-288,800",-16.55,"3,000",0.17,"291,800",16.72,"165,956,412",26.64%
