Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
18/08/2022,56.5,50.55,-0.3(-0.53 %),"1,061,000",60.13,0,0,56.8,57.5,56
17/08/2022,56.8,50.81,-0.7(-1.22 %),"974,000",55.79,0,0,57.6,58,56.7
16/08/2022,57.5,51.44,-0.4(-0.69 %),"612,400",35.39,0,0,57.9,58.2,57.5
15/08/2022,57.9,51.8,-0.3(-0.52 %),"766,900",44.55,0,0,58.5,58.5,57.6
12/08/2022,58.2,52.07,1.5(2.65 %),"750,100",42.9,0,0,56.7,58.2,56.6
11/08/2022,56.7,50.72,-0.8(-1.39 %),"1,022,100",58.61,0,0,57.7,58,56.7
10/08/2022,57.5,51.44,-0.8(-1.37 %),"1,532,300",88.47,0,0,58.3,58.6,57.2
09/08/2022,58.3,52.16,-0.4(-0.68 %),"1,249,600",73.12,0,0,58.4,59.2,58
08/08/2022,58.7,52.51,-0.1(-0.17 %),"1,456,500",86.39,0,0,59,60.3,58.3
05/08/2022,58.8,52.6,0.4(0.68 %),"625,800",36.6,0,0,58.4,58.8,58
04/08/2022,58.4,52.25,0(0.00 %),"1,850,800",109.54,0,0,58.9,60.2,58.4
03/08/2022,58.4,52.25,-0.5(-0.85 %),"1,039,100",60.73,0,0,58,58.9,58
02/08/2022,58.9,52.69,-0.3(-0.51 %),"1,050,700",61.66,0,0,59,59.3,58.3
01/08/2022,59.2,52.96,1.4(2.42 %),"2,168,600",127.38,0,0,57.7,59.7,57.1
29/07/2022,57.8,51.71,1.2(2.12 %),"1,564,700",90.55,0,0,57,58.5,56.8
28/07/2022,56.6,50.63,-0.6(-1.05 %),"784,800",44.83,0,0,57.5,57.6,56.6
27/07/2022,57.2,51.17,2.8(5.15 %),"1,513,000",83.15,0,0,54.2,57.2,53.5
26/07/2022,54.4,48.67,-1(-1.81 %),"955,600",52.71,0,0,55.5,55.9,54.4
25/07/2022,55.4,49.56,-0.9(-1.60 %),"1,292,000",71.61,0,0,56.5,56.5,54.7
22/07/2022,56.3,50.37,-0.4(-0.71 %),"1,005,800",57.03,0,0,57,57.5,56.1
