Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
04/08/2023,47.1,44.93,-0.2(-0.42 %),"1,064,100",50.26,0,0,47.5,47.55,47.05
03/08/2023,47.3,45.12,-0.6(-1.25 %),"861,800",40.9,0,0,47.85,48,47.2
02/08/2023,47.85,45.65,0.55(1.16 %),"1,143,800",54.32,0,0,47.3,48.15,46.9
01/08/2023,47.25,45.07,-0.95(-1.97 %),"1,367,100",65.62,0,0,48.35,48.4,47.25
31/07/2023,48.15,45.93,1.45(3.10 %),"1,958,900",93.65,0,0,47.1,48.4,47.1
28/07/2023,46.65,44.5,0.05(0.11 %),"666,900",31.05,0,0,46.4,46.85,46.35
27/07/2023,46.55,44.41,-0.15(-0.32 %),"874,200",40.76,0,0,46.7,47.1,46.4
26/07/2023,46.65,44.5,-0.25(-0.53 %),"844,800",39.47,0,0,46.9,47.15,46.6
25/07/2023,46.9,44.74,-0.4(-0.85 %),"1,215,300",57.01,0,0,47.25,47.25,46.55
24/07/2023,47.25,45.07,-0.25(-0.53 %),"878,800",41.64,0,0,47.7,47.85,47.1
21/07/2023,47.5,45.31,0.7(1.50 %),"1,428,700",67.84,0,0,46.95,48,46.85
20/07/2023,46.8,44.64,-0.1(-0.21 %),"574,500",26.84,0,0,46.7,47,46.55
19/07/2023,46.9,44.74,-0.2(-0.42 %),"789,800",37.09,0,0,47.05,47.2,46.75
18/07/2023,47.05,44.88,-0.25(-0.53 %),"776,300",36.78,0,0,47.3,47.8,47
17/07/2023,47.3,45.12,0.5(1.07 %),"977,000",45.68,0,0,47,47.3,46.45
14/07/2023,46.8,44.64,-0.2(-0.43 %),"1,475,500",68.91,0,0,47.05,47.2,46.3
13/07/2023,47,44.84,0.1(0.21 %),"1,043,400",49.13,0,0,47.4,47.5,46.85
12/07/2023,46.85,44.69,1.35(2.97 %),"1,971,300",91.88,0,0,45.6,47.4,45.55
11/07/2023,45.5,43.4,-0.1(-0.22 %),"1,394,000",63.51,0,0,45.8,45.8,45.35
10/07/2023,45.6,43.5,0.3(0.66 %),"1,178,700",53.58,0,0,45.5,45.65,45.3
