Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
31/10/2023,25.8,22.71,0.45(1.78 %),"1,085,100",27.7,0,0,25.2,25.8,25.15
30/10/2023,25.35,22.32,-0.2(-0.78 %),"1,000,000",25.45,0,0,25.55,25.6,25.35
27/10/2023,25.55,22.49,0.05(0.20 %),"1,194,400",30.44,0,0,25.55,25.65,25.25
26/10/2023,25.5,22.45,-0.4(-1.54 %),"1,199,500",30.68,0,0,25.9,25.9,25.35
25/10/2023,25.9,22.8,0.1(0.39 %),"1,120,500",28.95,0,0,25.85,25.95,25.7
24/10/2023,25.8,22.71,1(4.03 %),"1,641,200",41.26,0,0,24.9,25.8,24.85
23/10/2023,24.8,21.83,0.35(1.43 %),"1,417,900",34.96,1,0,24.55,24.8,24.55
20/10/2023,24.45,21.52,-0.15(-0.61 %),"1,103,200",27.12,4,0,24.6,24.9,24.4
19/10/2023,24.6,21.66,-0.1(-0.40 %),"1,154,000",28.42,7,0,24.7,24.8,24.2
18/10/2023,24.7,21.74,-0.05(-0.20 %),"1,230,500",30.42,"13,224,609",326.32,24.65,24.85,24.6
17/10/2023,24.75,21.79,-0.05(-0.20 %),"877,600",21.74,"4,360,002",108.13,24.8,24.9,24.65
16/10/2023,24.8,21.83,0(0.00 %),"809,700",20.03,"4,000,008",98.4,24.7,25,24.2
13/10/2023,24.8,21.83,0.05(0.20 %),"1,132,900",27.87,"2,000,002",49.8,24.6,24.8,24.1
12/10/2023,24.75,21.79,0(0.00 %),"1,121,100",27.82,2,0,24.8,25,24.65
11/10/2023,24.75,21.79,0.15(0.61 %),"825,400",20.33,0,0,24.65,24.75,24.5
10/10/2023,24.6,21.66,0.05(0.20 %),"1,005,100",24.72,"9,186,002",225.06,24.6,24.7,24.45
09/10/2023,24.55,21.61,0.05(0.20 %),"907,000",22.2,"4,893,601",119.89,24.55,24.65,24.05
06/10/2023,24.5,21.57,0(0.00 %),"1,179,700",28.86,"2,966,282",72.67,24.5,24.65,24.35
05/10/2023,24.5,21.57,0.05(0.20 %),"898,500",21.95,16,0,24.3,24.6,24.05
04/10/2023,24.45,21.52,-0.45(-1.81 %),"1,065,300",26.33,"7,004,091",169.94,25,25,24.45
