Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
25/06/2024,21.15,18.62,-1.45(-6.42 %),"3,715,200",81.4,"3,968,635",89.69,22.6,22.65,21.15
24/06/2024,22.6,19.89,-1.15(-4.84 %),"5,240,400",120.24,"5,904,829",140.04,23.9,23.95,22.45
21/06/2024,23.75,20.91,0.5(2.15 %),"4,238,500",100.77,"7,950,000",184.84,23.45,24,23.4
20/06/2024,23.25,20.47,0.35(1.53 %),"4,498,200",104.44,"17,032,157",390.04,22.95,23.5,22.95
19/06/2024,22.9,20.16,0.2(0.88 %),"4,467,700",102.16,0,0,22.8,23.1,22.7
18/06/2024,22.7,19.98,0.3(1.34 %),"4,049,200",92.64,0,0,22.5,23.1,22.5
17/06/2024,22.4,19.72,0.4(1.82 %),"4,299,500",96.85,0,0,22.25,23,22.05
14/06/2024,22,19.37,0.3(1.38 %),"3,329,800",73.86,0,0,21.7,22.8,21.6
13/06/2024,21.7,19.1,0.1(0.46 %),"2,331,700",50.42,0,0,21.6,21.7,21.55
12/06/2024,21.6,19.01,0.05(0.23 %),"1,670,200",35.72,"2,000,000",43.3,21.55,21.6,21.25
11/06/2024,21.55,18.97,-0.1(-0.46 %),"1,541,300",33.12,"2,746,600",59.46,21.65,21.65,21.35
10/06/2024,21.65,19.06,0(0.00 %),"1,530,600",33.04,0,0,21.65,21.7,21.5
07/06/2024,21.65,19.06,-0.05(-0.23 %),"1,625,900",35.17,0,0,21.65,21.75,21.5
06/06/2024,21.7,19.1,0(0.00 %),"1,707,800",37.01,0,0,21.8,21.8,21.55
05/06/2024,21.7,19.1,0.1(0.46 %),"1,514,300",32.69,"3,300,000",72.6,21.45,21.7,21.45
04/06/2024,21.6,19.01,0(0.00 %),"1,588,500",34.17,0,0,21.6,21.6,21.4
03/06/2024,21.6,19.01,0.1(0.47 %),"1,535,900",33.07,"9,484,000",203.91,21.5,21.7,21.4
31/05/2024,21.5,18.93,0(0.00 %),"1,554,800",33.32,0,0,21.5,21.5,21.3
30/05/2024,21.5,18.93,-0.1(-0.46 %),"1,810,400",38.75,"2,318,000",50.07,21.4,21.55,21.3
29/05/2024,21.6,19.01,-0.05(-0.23 %),"1,908,900",40.94,0,0,21.65,21.65,21.3
