Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
27/03/2024,33.4,33.09,-0.5(-1.47 %),"2,580,500",86.15,0,0,33.9,33.9,33
26/03/2024,33.9,33.59,2(6.27 %),"5,040,000",166.3,0,0,31.9,34.05,31.85
25/03/2024,31.9,31.61,-1.35(-4.06 %),"6,119,700",198.6,0,0,32.8,33.2,31.6
22/03/2024,33.25,32.94,0(0.00 %),"5,647,400",186.77,0,0,33.4,33.7,32.75
21/03/2024,33.25,32.94,0.45(1.37 %),"4,064,500",133.79,0,0,33.3,33.4,32.6
20/03/2024,32.8,32.5,0.25(0.77 %),"4,024,600",131.22,0,0,32.65,33,32.2
19/03/2024,32.55,32.25,0(0.00 %),"5,437,600",180.44,0,0,32.75,33.9,31.9
18/03/2024,32.55,32.25,-2.05(-5.92 %),"13,916,500",460.25,0,0,34.6,35.8,32.2
15/03/2024,34.6,34.28,1.8(5.49 %),"5,677,900",191.79,0,0,32.8,34.6,32.4
14/03/2024,32.8,32.5,0.5(1.55 %),"4,827,500",156.66,0,0,32.3,33.15,31.8
13/03/2024,32.3,32,0.7(2.22 %),"3,675,000",118.51,0,0,32.2,33,31.8
12/03/2024,31.6,31.31,2.05(6.94 %),"9,490,400",294.69,0,0,29.55,31.6,29.5
11/03/2024,29.55,29.28,0.55(1.90 %),"5,766,000",172.13,0,0,29,30.35,29
08/03/2024,29,28.73,-0.1(-0.34 %),"5,529,700",161.38,0,0,29.6,29.8,28.5
07/03/2024,29.1,28.83,0.2(0.69 %),"3,414,800",98.66,0,0,28.85,29.2,28.65
06/03/2024,28.95,28.68,-0.75(-2.53 %),"2,515,100",73.38,0,0,29.55,29.65,28.85
05/03/2024,29.7,29.43,-0.1(-0.34 %),"2,287,200",67.6,0,0,29.5,29.95,29.35
04/03/2024,29.8,29.53,0.65(2.23 %),"6,026,300",180.84,0,0,29.65,30.75,29.45
01/03/2024,29.15,28.88,0.55(1.92 %),"4,188,200",120.71,0,0,28.6,29.25,28
29/02/2024,28.6,28.34,-0.3(-1.04 %),"4,998,300",142.3,0,0,28.9,28.9,28.15
