Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
24/01/2024,20.9,20.71,0(0.00 %),"1,074,100",22.6,0,0,20.85,21.3,20.85
23/01/2024,20.9,20.71,-0.15(-0.71 %),"1,485,300",31.06,0,0,20.95,21.05,20.8
22/01/2024,21.05,20.86,-0.25(-1.17 %),"2,143,000",44.94,0,0,21.45,21.45,20.85
19/01/2024,21.3,21.1,0.2(0.95 %),"2,034,500",43.6,0,0,21.1,21.65,21.1
18/01/2024,21.1,20.91,-0.1(-0.47 %),"1,784,700",37.73,0,0,21.2,21.4,20.95
17/01/2024,21.2,21,0.25(1.19 %),"2,063,200",43.58,0,0,20.95,21.45,20.9
16/01/2024,20.95,20.76,0.4(1.95 %),"1,319,800",27.4,0,0,20.5,20.95,20.5
15/01/2024,20.55,20.36,0.15(0.74 %),"2,017,500",41.56,0,0,20.55,20.9,20.4
12/01/2024,20.4,20.21,-0.8(-3.77 %),"3,546,100",73.45,0,0,21,21.2,20.3
11/01/2024,21.2,21,-0.4(-1.85 %),"1,699,700",36.27,0,0,21.6,21.65,21.15
10/01/2024,21.6,21.4,0.2(0.93 %),"1,652,900",35.3,0,0,21.35,21.6,21.1
09/01/2024,21.4,21.2,-0.1(-0.47 %),"3,126,900",66.67,0,0,21.65,21.65,21
08/01/2024,21.5,21.3,-0.3(-1.38 %),"1,878,400",40.6,0,0,22,22,21.5
05/01/2024,21.8,21.6,0.4(1.87 %),"2,868,500",62.39,0,0,21.5,21.95,21.45
04/01/2024,21.4,21.2,-0.2(-0.93 %),"2,912,300",62.88,0,0,21.5,21.75,21.4
03/01/2024,21.6,21.4,0.65(3.10 %),"4,320,100",93.22,0,0,20.9,21.9,20.8
02/01/2024,20.95,20.76,-0.25(-1.18 %),"2,681,000",56.51,0,0,21.45,21.45,20.9
29/12/2023,21.2,21,0.9(4.43 %),"7,483,700",156.44,"32,500",0.71,20.45,21.3,20.45
28/12/2023,20.3,20.11,0.05(0.25 %),"1,830,100",37.25,"32,000",0.65,20.35,20.5,20.15
27/12/2023,20.25,20.06,-0.05(-0.25 %),"1,275,100",25.92,0,0,20.3,20.5,20.2
