Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
26/11/2021,36.95,35.03,-0.85(-2.25 %),"3,374,000",126.08,0,0,37.9,38,36.7
25/11/2021,37.8,35.84,0.6(1.61 %),"2,641,900",100.18,0,0,37.5,38.5,37.4
24/11/2021,37.2,35.27,-0.3(-0.80 %),"2,877,700",108.03,0,0,37.55,37.95,37
23/11/2021,37.5,35.55,1.9(5.34 %),"2,446,700",89.26,0,0,35.2,37.5,35.2
22/11/2021,35.6,33.75,-2.1(-5.57 %),"5,211,400",191.02,0,0,37.05,37.7,35.6
19/11/2021,37.7,35.74,-2.15(-5.40 %),"6,321,200",245.1,0,0,39.9,40.1,37.1
18/11/2021,39.85,37.78,-0.15(-0.38 %),"4,020,700",161.34,0,0,39.8,40.65,39.7
17/11/2021,40,37.92,0.65(1.65 %),"3,340,300",133.25,0,0,39.35,40.9,39
16/11/2021,39.35,37.31,-1.15(-2.84 %),"5,337,500",212.53,"150,000",5.67,40.45,40.45,39.15
15/11/2021,40.5,38.4,-0.9(-2.17 %),"6,689,500",272.47,0,0,41.5,41.65,40
12/11/2021,41.4,39.25,-0.5(-1.19 %),"2,871,700",119.45,"270,000",10.53,42,42.3,40.8
11/11/2021,41.9,39.72,0.8(1.95 %),"7,153,900",297.8,"160,000",7.03,41.25,42.8,40.45
10/11/2021,41.1,38.97,0.5(1.23 %),"4,584,700",187.38,0,0,40.7,41.8,40.1
09/11/2021,40.6,38.49,-0.1(-0.25 %),"3,742,300",152.52,"270,000",11.75,40.8,41.2,40.35
08/11/2021,40.7,38.59,0.6(1.50 %),"4,284,000",174.72,"160,000",5.98,40.4,41.5,40.2
05/11/2021,40.1,38.02,0.15(0.38 %),"4,264,200",171.7,"45,000",1.8,40.2,40.7,39.9
04/11/2021,39.95,37.87,0.65(1.65 %),"4,403,300",176.35,0,0,39.9,40.9,39.3
03/11/2021,39.3,37.26,-2.8(-6.65 %),"6,911,300",286.25,"110,000",4.94,43.3,43.3,39.3
02/11/2021,42.1,39.91,2.75(6.99 %),"8,464,100",344.53,0,0,39.2,42.1,39
01/11/2021,39.35,37.31,-0.45(-1.13 %),"5,673,900",224.41,0,0,39.8,40,39
