Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
10/10/2022,18.7 ( 0 %),"1,592","10,216,600","6,417.46","1,221","9,190,900","7,527","1,025,700"
07/10/2022,18.65 ( -6.75 %),"2,824","12,422,300","4,398.83","1,430","13,115,400","9,172","-693,100"
06/10/2022,20 ( -3.85 %),"1,690","3,709,800","2,195.15","1,121","5,000,500","4,461","-1,290,700"
05/10/2022,20.8 ( -0.95 %),"1,513","4,412,300","2,916.26",852,"5,615,800","6,591","-1,203,500"
04/10/2022,21 ( -2.78 %),"1,360","4,529,700","3,330.66","1,561","6,014,700","3,853","-1,485,000"
03/10/2022,21.6 ( -2.7 %),"1,243","5,345,300","4,300.32","1,195","5,559,900","4,653","-214,600"
30/09/2022,22.2 ( 0.91 %),"1,450","5,456,600","3,763.17","1,984","5,929,800","2,989","-473,200"
29/09/2022,22 ( 0 %),"1,158","6,381,200","5,510.54","1,033","5,610,600","5,431","770,600"
28/09/2022,22 ( -1.79 %),"1,411","4,075,300","2,888.24",710,"4,636,400","6,530","-561,100"
27/09/2022,22.4 ( 0.9 %),"1,028","2,647,900","2,575.78",967,"2,694,600","2,787","-46,700"
26/09/2022,22.2 ( -1.77 %),"1,701","7,746,900","4,554.32","1,331","6,873,000","5,164","873,900"
23/09/2022,22.6 ( -0.88 %),"1,233","2,911,000","2,360.91",864,"2,748,400","3,181","162,600"
22/09/2022,22.8 ( 0.88 %),"1,343","3,763,100","2,802.01",806,"3,090,400","3,834","672,700"
21/09/2022,22.6 ( -1.31 %),"1,343","2,605,100","1,939.76",633,"2,625,000","4,147","-19,900"
20/09/2022,22.9 ( 0 %),"1,547","3,504,800","2,265.55",780,"3,293,800","4,223","211,000"
19/09/2022,22.85 ( -1.51 %),"1,573","4,591,700","2,919.07","1,176","4,346,900","3,696","244,800"
16/09/2022,23.15 ( -1.91 %),"1,957","4,247,200","2,170.26",931,"4,514,300","4,849","-267,100"
15/09/2022,23.55 ( 0.21 %),"1,347","2,978,900","2,211.51",838,"3,281,000","3,915","-302,100"
14/09/2022,23.5 ( -1.26 %),"2,513","4,754,000","1,891.76",868,"3,533,300","4,071","1,220,700"
13/09/2022,23.8 ( 0 %),"1,529","2,897,700","1,895.16","1,118","4,345,900","3,887","-1,448,200"
