Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
30/06/2023,22.05 ( 0.68 %),"2,372","10,153,300","4,280.48","2,099","11,613,800","5,533","-1,460,500"
29/06/2023,21.9 ( -1.79 %),"2,345","11,408,700","4,865.12","2,952","16,668,800","5,647","-5,260,100"
28/06/2023,22.3 ( 0.45 %),"2,866","14,800,300","5,164.1","3,330","15,099,600","4,534","-299,300"
27/06/2023,22.2 ( -0.45 %),"2,098","9,845,500","4,692.8","3,541","16,513,700","4,664","-6,668,200"
26/06/2023,22.25 ( 1.6 %),"4,452","22,293,300","5,007.48","5,638","24,339,500","4,317","-2,046,200"
23/06/2023,21.9 ( 0.92 %),0,0,0,0,0,0,0
22/06/2023,21.65 ( -0.23 %),"3,218","13,138,300","4,082.75","3,527","18,288,900","5,185","-5,150,600"
21/06/2023,21.7 ( 0 %),"2,748","11,666,100","4,245.31","2,023","12,758,500","6,307","-1,092,400"
20/06/2023,21.65 ( -0.23 %),"3,226","10,726,300","3,324.95","1,751","12,206,600","6,971","-1,480,300"
19/06/2023,21.65 ( -0.69 %),"4,622","7,409,100","1,603.01","2,421","12,845,400","5,306","-5,436,300"
16/06/2023,21.8 ( 0.46 %),"4,014","22,882,400","5,700.65","5,499","27,937,300","5,080","-5,054,900"
15/06/2023,21.7 ( 0.23 %),"2,449","8,425,900","3,440.55","2,847","12,526,100","4,400","-4,100,200"
14/06/2023,21.65 ( 0.23 %),"3,363","17,794,500","5,291.26","4,370","19,799,800","4,531","-2,005,300"
13/06/2023,21.6 ( 0.7 %),"3,278","14,016,600","4,275.96","2,924","14,582,100","4,987","-565,500"
12/06/2023,21.45 ( -0.46 %),"3,586","8,925,900","2,489.1","2,253","12,425,400","5,515","-3,499,500"
09/06/2023,21.55 ( -0.23 %),"4,705","13,828,400","2,939.09","2,635","14,579,600","5,533","-751,200"
08/06/2023,21.6 ( -1.14 %),"4,540","16,962,900","3,736.32","4,434","20,252,000","4,567","-3,289,100"
07/06/2023,21.85 ( 0.23 %),"4,064","18,447,900","4,539.35","5,271","18,501,000","3,510","-53,100"
06/06/2023,21.8 ( 0.23 %),"4,796","17,734,000","3,697.66","3,901","19,249,500","4,935","-1,515,500"
05/06/2023,21.75 ( -0.23 %),"5,805","22,327,700","3,846.29","5,864","26,839,700","4,577","-4,512,000"
