Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
12/08/2022,24.85 ( 0.61 %),"1,027","2,752,100","2,679.75","1,047","2,237,100","2,137","515,000"
11/08/2022,24.7 ( -1.59 %),"1,867","3,602,200","1,929.41","1,773","5,228,800","2,949","-1,626,600"
10/08/2022,25.05 ( -0.99 %),"1,406","2,826,100","2,010.03","1,179","3,510,000","2,977","-683,900"
09/08/2022,25.25 ( 0.6 %),"1,130","2,742,700","2,427.17","1,396","3,688,100","2,642","-945,400"
08/08/2022,25.1 ( 1.21 %),"1,430","3,277,700","2,292.1","1,900","4,334,300","2,281","-1,056,600"
05/08/2022,24.75 ( 0.61 %),"1,767","4,276,800","2,420.37","2,350","3,845,300","1,636","431,500"
04/08/2022,24.6 ( -0.4 %),"1,784","3,635,000","2,037.56","1,885","4,903,300","2,601","-1,268,300"
03/08/2022,24.7 ( -0.4 %),"1,727","3,818,900","2,211.29","1,471","3,446,600","2,343","372,300"
02/08/2022,24.8 ( 0.4 %),"1,783","4,533,300","2,542.51","2,098","4,395,500","2,095","137,800"
01/08/2022,24.7 ( 3.35 %),"1,604","5,132,800","3,200","1,984","4,776,300","2,407","356,500"
29/07/2022,23.9 ( -0.42 %),"1,325","3,526,300","2,661.36","2,087","4,968,700","2,381","-1,442,400"
28/07/2022,23.95 ( 3.68 %),"1,239","4,212,900","3,400.24","1,966","4,759,500","2,421","-546,600"
27/07/2022,23.1 ( 1.32 %),"1,225","2,805,600","2,290.29",736,"2,663,300","3,619","142,300"
26/07/2022,22.75 ( -0.22 %),"1,004","1,816,000","1,808.76",693,"2,713,700","3,916","-897,700"
25/07/2022,22.8 ( -2.98 %),"1,347","2,121,700","1,575.13",757,"2,911,200","3,846","-789,500"
22/07/2022,23.5 ( -0.84 %),"1,302","4,116,100","3,161.37","1,617","4,628,500","2,862","-512,400"
21/07/2022,23.7 ( -0.42 %),"1,064","3,140,900","2,951.97","1,647","3,990,700","2,423","-849,800"
20/07/2022,23.8 ( 2.59 %),"1,282","4,440,400","3,463.65","2,069","4,660,100","2,252","-219,700"
19/07/2022,23.2 ( 0 %),"1,193","2,349,500","1,969.4","1,143","3,260,400","2,852","-910,900"
18/07/2022,23.2 ( 0 %),848,"2,844,000","3,353.77","1,525","3,460,500","2,269","-616,500"
