Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
12/12/2024,31.65 ( 0.64 %),"2,250","4,629,300","2,057.47","2,707","7,160,900","2,645","-2,531,600"
11/12/2024,31.45 ( -0.94 %),"3,249","5,062,400","1,558.14","1,693","5,494,000","3,245","-431,600"
10/12/2024,31.75 ( -1.09 %),"2,244","3,113,400","1,387.43","2,030","5,294,000","2,608","-2,180,600"
09/12/2024,32.1 ( 0.16 %),"2,084","3,852,400","1,848.56","2,502","5,544,000","2,216","-1,691,600"
06/12/2024,32.05 ( 2.23 %),"4,004","10,349,500","2,584.79","5,103","12,903,700","2,529","-2,554,200"
05/12/2024,31.35 ( 3.29 %),"2,712","6,074,500","2,239.86","2,292","5,542,500","2,418","532,000"
04/12/2024,30.35 ( -1.78 %),"2,843","4,681,600","1,646.71","1,389","5,546,400","3,993","-864,800"
03/12/2024,30.9 ( -1.75 %),"2,284","4,085,500","1,788.75","1,394","5,256,500","3,771","-1,171,000"
02/12/2024,31.45 ( 0.48 %),"1,493","3,611,000","2,418.62","1,863","4,111,300","2,207","-500,300"
29/11/2024,31.3 ( -0.16 %),"1,857","3,398,700","1,830.21","1,401","4,362,400","3,114","-963,700"
28/11/2024,31.35 ( 0.32 %),"1,973","4,421,500","2,241","2,275","5,597,900","2,461","-1,176,400"
27/11/2024,31.25 ( -0.16 %),"1,303","2,631,900","2,019.88","1,673","3,636,300","2,174","-1,004,400"
26/11/2024,31.3 ( 1.29 %),"2,002","5,455,700","2,725.12","2,603","5,879,300","2,259","-423,600"
25/11/2024,30.9 ( 0 %),"2,090","3,863,000","1,848.33","2,582","4,404,300","1,706","-541,300"
22/11/2024,30.9 ( -0.96 %),"1,968","3,388,300","1,721.7","1,423","4,401,700","3,093","-1,013,400"
21/11/2024,31.2 ( 1.3 %),"1,757","3,901,800","2,220.72","1,320","3,414,900","2,587","486,900"
20/11/2024,30.8 ( 1.32 %),"2,380","5,565,000","2,338.24","2,085","4,839,300","2,321","725,700"
19/11/2024,30.4 ( -2.41 %),"2,353","4,077,800","1,733.02","2,088","4,389,000","2,102","-311,200"
18/11/2024,31.15 ( 0.48 %),"2,842","5,427,200","1,909.64","1,755","4,304,500","2,453","1,122,700"
14/11/2024,0 ( 0 %),"2,935","4,600,300","1,567.39","1,555","5,634,400","3,623","-1,034,100"
