Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
18/07/2024,36.05 ( 1.41 %),"4,647","8,066,800","1,735.92","2,788","6,728,600","2,413","1,338,200"
17/07/2024,35.55 ( -6.94 %),"8,959","14,034,700","1,566.55","5,186","17,792,000","3,431","-3,757,300"
16/07/2024,38.2 ( -0.78 %),"3,481","5,337,500","1,533.32","3,527","6,680,300","1,894","-1,342,800"
15/07/2024,38.5 ( 1.58 %),"3,632","8,213,900","2,261.54","4,968","9,737,700","1,960","-1,523,800"
12/07/2024,37.9 ( 2.57 %),"5,084","12,308,300","2,420.99","4,989","10,651,200","2,135","1,657,100"
11/07/2024,36.95 ( -0.14 %),"4,622","7,341,500","1,588.38","3,646","8,130,400","2,230","-788,900"
10/07/2024,37 ( -2.63 %),"5,211","10,144,200","1,946.69","4,178","10,464,800","2,505","-320,600"
09/07/2024,38 ( 4.11 %),"7,039","15,843,300","2,250.79","7,798","16,365,600","2,099","-522,300"
08/07/2024,36.5 ( 3.99 %),"3,798","11,141,300","2,933.46","5,425","11,510,600","2,122","-369,300"
05/07/2024,35.1 ( 0.29 %),"3,018","5,805,300","1,923.56","2,949","7,623,000","2,585","-1,817,700"
04/07/2024,35 ( 1.16 %),"4,574","9,585,900","2,095.74","4,011","12,029,400","2,999","-2,443,500"
03/07/2024,34.6 ( 0 %),"2,762","5,076,700","1,838.05","2,672","7,532,300","2,819","-2,455,600"
02/07/2024,34.6 ( 0.87 %),"1,978","3,648,800","1,844.69","2,036","4,071,100","2,000","-422,300"
01/07/2024,34.3 ( 0.29 %),"4,960","6,423,200","1,295","2,222","5,532,000","2,490","891,200"
28/06/2024,34.2 ( -5 %),"6,246","12,554,400","2,009.99","4,722","13,576,800","2,875","-1,022,400"
27/06/2024,36 ( 0.14 %),"4,903","10,503,800","2,142.32","7,013","14,039,300","2,002","-3,535,500"
26/06/2024,35.95 ( 6.99 %),"5,247","15,680,300","2,988.43","6,978","15,592,300","2,234","88,000"
25/06/2024,33.6 ( 1.82 %),"2,058","4,337,100","2,107.43","1,744","4,223,800","2,422","113,300"
24/06/2024,33 ( -4.49 %),"5,998","7,341,900","1,224.06","3,000","8,894,200","2,965","-1,552,300"
21/06/2024,34.55 ( 1.62 %),"3,752","5,430,600","1,447.39","4,166","8,599,100","2,064","-3,168,500"
