Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
21/03/2024,53 ( 0 %),"1,635","3,320,000","2,030.58","1,785","3,850,000","2,157","-530,000"
20/03/2024,53 ( 2.71 %),"3,013","5,933,300","1,969.23","3,255","5,016,000","1,541","917,300"
19/03/2024,51.6 ( -0.77 %),"1,258","1,558,800","1,239.11","1,104","2,076,900","1,881","-518,100"
18/03/2024,52 ( -0.38 %),"2,441","2,850,900","1,167.92","1,856","3,224,900","1,738","-374,000"
15/03/2024,52.2 ( 0.97 %),"2,120","2,870,800","1,354.15","1,287","2,896,200","2,250","-25,400"
14/03/2024,51.7 ( -1.71 %),"2,350","2,895,700","1,232.21","1,678","3,867,800","2,305","-972,100"
13/03/2024,52.6 ( 1.15 %),"1,502","2,722,400","1,812.52","1,254","2,905,500","2,317","-183,100"
12/03/2024,52 ( 2.97 %),"1,739","3,454,500","1,986.49","1,495","2,558,200","1,711","896,300"
11/03/2024,50.5 ( -1.17 %),"1,964","3,487,300","1,775.61","1,238","2,840,700","2,295","646,600"
08/03/2024,51.1 ( -4.13 %),"3,902","6,831,900","1,750.87","1,254","4,353,100","3,471","2,478,800"
07/03/2024,53.3 ( -2.02 %),"2,568","3,221,200","1,254.36","2,096","4,020,200","1,918","-799,000"
06/03/2024,54 ( -0.74 %),"1,203","2,430,600","2,020.45","1,336","3,359,100","2,514","-928,500"
05/03/2024,54.4 ( 1.68 %),"1,381","2,039,900","1,477.12","1,256","2,382,600","1,897","-342,700"
04/03/2024,53.5 ( 0 %),"2,110","4,241,700","2,010.28","1,823","4,118,300","2,259","123,400"
01/03/2024,53.5 ( 0.94 %),"1,959","2,291,600","1,169.78","1,166","2,580,200","2,213","-288,600"
29/02/2024,53 ( -1.67 %),"1,458","2,188,800","1,501.23","1,473","2,469,800","1,677","-281,000"
28/02/2024,53.9 ( 1.7 %),"2,160","3,980,000","1,842.59","2,242","4,786,600","2,135","-806,600"
27/02/2024,53 ( -1.12 %),862,"2,317,400","2,688.4","1,493","2,823,300","1,891","-505,900"
26/02/2024,53.6 ( 3.08 %),"1,146","3,702,600","3,230.89","1,386","2,614,000","1,886","1,088,600"
23/02/2024,52 ( 4.52 %),"3,446","11,548,200","3,351.19","3,337","8,922,600","2,674","2,625,600"
