Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
18/01/2024,47.5 ( 1.39 %),"1,265","3,784,900","2,992.02","2,050","3,576,100","1,744","208,800"
17/01/2024,46.85 ( -0.11 %),"1,410","2,376,800","1,685.67","1,975","3,487,300","1,766","-1,110,500"
16/01/2024,46.9 ( 0.64 %),726,"1,755,100","2,417.49","1,527","2,846,900","1,864","-1,091,800"
15/01/2024,46.6 ( 1.3 %),"1,041","2,648,900","2,544.57","1,756","3,349,500","1,907","-700,600"
12/01/2024,46 ( -1.08 %),"2,185","5,690,500","2,604.35","2,730","6,699,400","2,454","-1,008,900"
11/01/2024,46.5 ( -1.9 %),"2,171","4,641,400","2,137.91","3,585","6,224,700","1,736","-1,583,300"
10/01/2024,47.4 ( 2.93 %),0,0,0,0,0,0,0
09/01/2024,46.05 ( -0.75 %),"1,073","2,437,500","2,271.67","1,332","2,930,400","2,200","-492,900"
08/01/2024,46.4 ( 4.27 %),"1,125","3,460,700","3,076.18","1,794","2,990,300","1,667","470,400"
05/01/2024,44.5 ( 1.95 %),"1,235","2,900,200","2,348.34","1,396","2,246,300","1,609","653,900"
04/01/2024,43.65 ( -0.34 %),"1,723","4,100,500","2,379.86","2,010","4,921,500","2,449","-821,000"
03/01/2024,43.8 ( 1.86 %),796,"2,589,800","3,253.52","1,854","2,314,900","1,249","274,900"
02/01/2024,43 ( -0.92 %),805,"1,680,700","2,087.83",994,"2,136,300","2,149","-455,600"
29/12/2023,43.4 ( 1.64 %),0,0,0,0,0,0,0
28/12/2023,42.7 ( -0.7 %),613,"2,512,200","4,098.21",842,"1,664,400","1,977","847,800"
27/12/2023,43 ( 0 %),770,"2,054,800","2,668.57",950,"1,679,800","1,768","375,000"
26/12/2023,43 ( -0.46 %),752,"2,475,000","3,291.22","1,373","1,919,800","1,398","555,200"
25/12/2023,43.2 ( 1.77 %),931,"2,200,400","2,363.48","1,351","1,911,000","1,415","289,400"
22/12/2023,42.45 ( 1.56 %),"1,116","2,919,700","2,616.22","1,553","1,996,200","1,285","923,500"
21/12/2023,41.8 ( 1.21 %),916,"2,619,300","2,859.5","1,145","1,758,300","1,536","861,000"
