Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
14/07/2022,36.15 ( 0.14 %),"1,178","2,779,900","2,359.85","2,093","3,711,600","1,773","-931,700"
13/07/2022,36.05 ( -0.96 %),"1,819","4,188,400","2,302.58","2,449","6,378,600","2,605","-2,190,200"
12/07/2022,36.4 ( 5.51 %),"1,465","3,267,900","2,230.65","1,496","3,157,200","2,110","110,700"
11/07/2022,34.5 ( -1.43 %),"2,305","3,655,900","1,586.07","1,166","3,660,100","3,139","-4,200"
08/07/2022,35 ( -3.58 %),"2,517","3,445,500","1,368.89","1,166","4,602,000","3,947","-1,156,500"
07/07/2022,36.3 ( 1.97 %),"1,894","4,460,700","2,355.17","1,572","5,065,200","3,222","-604,500"
06/07/2022,35.6 ( -1.93 %),"2,121","4,176,000","1,968.88","1,862","5,277,800","2,834","-1,101,800"
05/07/2022,36.3 ( 3.42 %),"2,352","7,585,900","3,225.3","4,104","7,016,900","1,710","569,000"
04/07/2022,35.05 ( -0.14 %),"1,472","2,992,900","2,033.22","2,133","3,583,500","1,680","-590,600"
01/07/2022,35.05 ( 4.63 %),"2,479","6,471,500","2,610.53","2,282","4,780,900","2,095","1,690,600"
30/06/2022,33.5 ( -4.01 %),906,"2,237,300","2,469.43","1,678","3,405,400","2,029","-1,168,100"
29/06/2022,34.9 ( 3.56 %),"2,168","4,058,300","1,871.91","2,860","4,243,700","1,484","-185,400"
28/06/2022,33.65 ( 5.82 %),"1,431","4,076,500","2,848.71","2,424","3,350,700","1,382","725,800"
27/06/2022,31.75 ( 1.76 %),791,"2,339,600","2,957.77",999,"1,553,200","1,555","786,400"
24/06/2022,31.2 ( 0.65 %),"1,218","2,058,500","1,690.07","1,532","2,334,700","1,524","-276,200"
23/06/2022,31 ( 1.64 %),780,"896,600","1,149.49",761,"852,000","1,120","44,600"
22/06/2022,30.5 ( 0.66 %),"1,572","2,400,900","1,527.29",971,"2,278,900","2,347","122,000"
21/06/2022,30.3 ( 2.71 %),"1,268","2,279,200","1,797.48","1,133","2,060,200","1,818","219,000"
20/06/2022,29.5 ( -6.65 %),"1,110","1,190,600","1,072.61",962,"1,766,700","1,836","-576,100"
17/06/2022,31.6 ( -2.17 %),"1,920","2,054,700","1,070.16","1,124","2,152,900","1,915","-98,200"
