Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
05/04/2023,176.5(-0.84 %),"-64,500",-11.38,"49,800",8.79,"114,300",20.17,"239,929,015",62.59%
04/04/2023,178(-1.66 %),"-83,690",-14.9,"6,710",1.19,"90,400",16.09,"239,910,015",62.59%
03/04/2023,181(-2.00 %),"-65,300",-11.82,"3,500",0.63,"68,800",12.45,"239,887,280",62.59%
31/03/2023,184.7(-0.16 %),"-9,545",-1.76,"19,900",3.68,"29,445",5.44,"239,848,980",62.6%
30/03/2023,185(-0.22 %),"-35,700",-6.6,"6,100",1.13,"41,800",7.73,"239,840,319",62.6%
29/03/2023,185.4(-0.32 %),"-4,521",-0.84,"24,040",4.46,"28,561",5.3,"239,810,868",62.6%
28/03/2023,186(0.00 %),"10,849",2.02,"46,400",8.63,"35,551",6.61,"239,767,787",62.61%
27/03/2023,186(-0.96 %),"-11,100",-2.06,"32,900",6.12,"44,000",8.18,"239,778,636",0%
24/03/2023,187.8(-0.11 %),"-42,600",-8.01,"24,600",4.62,"67,200",12.63,"239,767,536",62.61%
23/03/2023,188(0.27 %),"48,600",9.1,"75,400",14.08,"26,800",4.98,"239,724,936",62.62%
22/03/2023,187.5(0.81 %),"43,900",8.19,"128,500",23.89,"84,600",15.69,"239,773,536",62.61%
21/03/2023,186(-1.59 %),"-16,500",-7.77,"75,000",9.34,"91,500",17.11,"239,817,436",62.6%
20/03/2023,189(-1.56 %),"-6,162",-1.16,"4,010",0.76,"10,172",1.92,"239,575,036",62.64%
17/03/2023,192(0.52 %),"62,300",11.96,"479,700",92.1,"417,400",80.14,"239,351,033",62.68%
16/03/2023,191(0.79 %),"49,296",9.42,"278,309",53.16,"229,013",43.74,"239,539,233",62.65%
15/03/2023,189.5(-0.26 %),"-27,499",-5.21,"164,001",31.08,"191,500",36.29,"239,632,962",62.63%
14/03/2023,190(1.60 %),"41,103",7.81,"245,683",46.68,"204,580",38.87,"239,490,363",62.65%
13/03/2023,187(0.75 %),"-21,938",-4.1,"391,662",73.24,"413,600",77.34,"239,604,633",0%
10/03/2023,185.6(-0.48 %),"8,887",1.65,"390,100",72.4,"381,213",70.75,"239,582,695",62.64%
09/03/2023,186.5(0.00 %),"-66,500",-12.4,"208,300",38.85,"274,800",51.25,"239,750,125",62.61%
