Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
22/11/2021,168(0.54 %),"53,000",8.95,"299,600",50.56,"246,600",41.61,"239,086,399",0%
19/11/2021,167.1(-0.65 %),"5,400",0.9,"71,500",12.03,"66,100",11.13,"239,139,399",0%
18/11/2021,168.2(-1.35 %),"31,100",5.29,"77,600",13.18,"46,500",7.89,"239,144,799",62.71%
17/11/2021,170.5(-0.06 %),"16,300",2.77,"28,500",4.85,"12,200",2.08,"239,175,899",62.7%
16/11/2021,170.6(0.35 %),"-3,400",-0.55,"22,700",3.84,"26,100",4.38,"239,192,199",62.7%
15/11/2021,170(-1.16 %),"-9,400",-1.61,"1,500",0.26,"10,900",1.87,"239,188,799",62.7%
12/11/2021,172(0.00 %),"5,200",0.9,"17,200",2.97,"12,000",2.07,"239,179,399",62.7%
11/11/2021,172(-1.15 %),"14,900",2.59,"128,200",22.23,"113,300",19.64,"239,184,599",0%
10/11/2021,174(0.00 %),"19,300",3.35,"77,900",13.52,"58,600",10.17,"239,180,199",0%
09/11/2021,174(0.17 %),"19,600",3.41,"204,500",35.32,"184,900",31.91,"239,199,499",0%
08/11/2021,173.7(0.99 %),"60,200",10.37,"173,800",30.01,"113,600",19.63,"239,219,099",0%
05/11/2021,172(0.12 %),0,0,0,0,0,0,"239,279,299",62.69%
04/11/2021,171.8(-0.46 %),"67,600",11.58,"83,700",14.24,"16,100",2.66,"239,211,699",0%
03/11/2021,172.6(4.48 %),"222,900",37.6,"266,000",44.87,"43,100",7.27,"239,056,399",0%
02/11/2021,165.2(1.98 %),"76,600",12.6,"107,400",17.67,"30,800",5.07,"239,279,299",62.69%
01/11/2021,162(0.93 %),"11,600",1.89,"82,500",13.4,"70,900",11.52,"239,355,899",62.68%
29/10/2021,160.5(-2.49 %),"39,900",6.6,"121,800",19.86,"81,900",13.26,"239,114,919",62.71%
28/10/2021,164.6(2.94 %),"121,300",19.72,"140,500",22.86,"19,200",3.14,"239,154,819",62.71%
27/10/2021,159.9(2.90 %),"43,900",6.97,"115,900",18.38,"72,000",11.41,"239,276,119",0%
26/10/2021,155.4(-0.83 %),"10,900",1.72,"21,100",3.31,"10,200",1.59,"239,320,019",0%
