Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
17/02/2025,25.8(0.19 %),0,0,0,0,0,0,0,0%
14/02/2025,25.75(0.19 %),0,0,0,0,0,0,0,0%
13/02/2025,25.7(0.19 %),0,0,0,0,0,0,0,0%
12/02/2025,25.65(-0.77 %),0,0,"181,600",4.68,"181,600",4.68,0,0%
11/02/2025,25.85(0.19 %),0,0,"332,900",8.6,"332,900",8.6,0,0%
10/02/2025,25.8(0.39 %),0,0,"284,700",7.35,"284,700",7.35,0,0%
07/02/2025,25.7(0.78 %),0,0,"292,700",7.5,"292,700",7.5,0,0%
06/02/2025,25.5(0.39 %),0,0,"496,500",4.98,"496,500",4.98,0,0%
05/02/2025,25.4(0.59 %),0,0,"63,000",0.2,"63,000",0.2,0,0%
04/02/2025,25.25(0.60 %),0,0,0,0,0,0,0,0%
03/02/2025,25(-1.38 %),0,0,"7,681,200",4.6,"7,681,200",4.6,0,0%
24/01/2025,25.35(0.20 %),0,0,0,0,0,0,0,0%
23/01/2025,25.3(1.81 %),0,0,"2,000,000",49.97,"2,000,000",49.97,0,0%
22/01/2025,24.85(-0.40 %),0,0,"23,100",0,"23,100",0,0,0%
21/01/2025,24.95(-0.20 %),0,0,0,0,0,0,0,0%
20/01/2025,25(0.20 %),0,0,0,0,0,0,0,0%
17/01/2025,24.95(0.40 %),73,0,73,0,0,0,0,0%
16/01/2025,24.85(-0.20 %),0,0,0,0,0,0,0,0%
15/01/2025,24.9(1.01 %),0,0,0,0,0,0,0,0%
14/01/2025,24.65(-0.40 %),-73,-0,0,0,73,0,0,0%
