Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
05/04/2021,34.75(0.29 %),"119,100",4.2,"119,100",4.2,0,0,"119,101",29.99%
02/04/2021,34.65(2.36 %),"173,200",5.92,"173,200",5.92,0,0,0,30.01%
01/04/2021,33.85(1.65 %),"-23,500",-7.87,"128,440",44.05,"151,940",51.93,1,30%
31/03/2021,33.3(0.00 %),"-11,910",-3.98,"35,900",12.31,"47,810",16.3,1,30%
30/03/2021,33.3(0.91 %),"-3,200",0.05,"2,565,000",80.59,"2,568,200",80.54,"3,201",30%
29/03/2021,33(1.69 %),"472,800",15.56,"472,800",15.56,0,0,0,30.02%
26/03/2021,32.45(1.25 %),0,0,"551,800",18.21,"551,800",18.21,1,30%
25/03/2021,32.05(-1.23 %),"209,800",7.19,"379,800",12.69,"170,000",5.5,"-79,199",30%
24/03/2021,32.45(-1.67 %),"-130,600",-4.26,"462,200",14.99,"592,800",19.25,"130,601",29.99%
23/03/2021,33(-1.20 %),"1,404,600",47.12,"1,404,600",47.12,0,0,0,30.01%
22/03/2021,33.4(-1.18 %),"10,940",3.91,"81,030",27.57,"70,090",23.67,1,30%
19/03/2021,33.8(-0.44 %),"19,470",6.75,"833,722",274.18,"814,252",267.44,1,30%
18/03/2021,33.95(1.34 %),"117,950",40.93,"541,140",186.79,"423,190",145.85,1,30%
17/03/2021,33.5(0.15 %),"-48,920",-16.32,"67,690",22.98,"116,610",39.3,1,30%
16/03/2021,33.45(-0.15 %),"-536,900",-17.9,"506,000",17.34,"1,042,900",35.24,"2,150,546",29.9%
15/03/2021,33.5(1.67 %),"-161,360",-53.46,"15,000",5.1,"176,360",58.56,37,30%
12/03/2021,32.95(-0.15 %),0,0,0,0,0,0,46,30%
11/03/2021,33(0.76 %),0,0,0,0,0,0,46,30%
10/03/2021,32.75(2.18 %),0,0,"100,047,800","3,201.53","100,047,800","3,201.53",46,30%
09/03/2021,32.05(0.79 %),0,0,0,0,0,0,46,30%
