Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
29/04/2021,41 ( 2.63 %),"9,068","33,879,500","3,736.16","10,881","34,148,300","3,138","-268,800"
28/04/2021,39.95 ( 1.14 %),"5,377","11,999,300","2,231.6","3,758","13,678,500","3,640","-1,679,200"
27/04/2021,39.5 ( 0.13 %),"6,301","14,823,800","2,352.61","4,113","14,497,200","3,525","326,600"
23/04/2021,40.5 ( 2.02 %),"11,010","19,406,200","1,762.6","5,680","20,632,200","3,632","-1,226,000"
22/04/2021,39.7 ( -3.52 %),"7,474","12,751,400","1,706.1","4,217","18,860,800","4,473","-6,109,400"
20/04/2021,41.15 ( -1.08 %),"6,588","16,269,900","2,469.63","7,176","25,149,800","3,505","-8,879,900"
19/04/2021,41.6 ( 2.84 %),"8,728","19,209,600","2,200.92","4,915","19,091,600","3,884","118,000"
16/04/2021,40.45 ( -1.1 %),"14,328","26,834,600","1,872.88","5,200","25,312,700","4,868","1,521,900"
15/04/2021,40.9 ( -2.15 %),"11,223","20,932,300","1,865.13","4,154","24,576,800","5,916","-3,644,500"
14/04/2021,41.8 ( 0.48 %),"9,951","23,092,100","2,320.58","4,265","18,855,600","4,421","4,236,500"
13/04/2021,41.6 ( -1.3 %),"8,382","22,330,000","2,664.04","6,420","31,811,800","4,955","-9,481,800"
12/04/2021,42.15 ( 1.32 %),"7,909","25,072,500","3,170.12","6,796","24,762,400","3,644","310,100"
09/04/2021,41.6 ( -0.83 %),"6,831","16,225,000","2,375.2","3,814","14,448,300","3,788","1,776,700"
08/04/2021,41.95 ( -0.59 %),"5,354","12,833,500","2,396.99","5,154","18,258,500","3,543","-5,425,000"
07/04/2021,42.2 ( 0 %),"4,775","13,306,900","2,786.79","5,348","16,862,500","3,153","-3,555,600"
06/04/2021,42.2 ( 1.69 %),"9,581","28,599,400","2,985.01","9,183","27,746,400","3,021","853,000"
05/04/2021,41.5 ( 0.61 %),"6,129","16,207,500","2,644.4","6,856","23,225,900","3,388","-7,018,400"
02/04/2021,41.25 ( 0.61 %),"4,222","13,569,700","3,214.05","8,059","22,372,200","2,776","-8,802,500"
01/04/2021,41 ( 1.49 %),"6,505","17,930,700","2,756.45","5,855","20,663,600","3,529","-2,732,900"
31/03/2021,0 ( 0 %),"5,368","19,372,700","3,608.92","5,969","19,423,600","3,254","-50,900"
