Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
29/07/2021,47.1(0.86 %),"-3,060,700",-144.36,"1,358,500",64.1,"4,419,200",208.45,"996,118,248",26.73%
28/07/2021,46.7(1.08 %),"135,110",63.3,"319,780",149.73,"184,670",86.43,"994,138,216",26.77%
27/07/2021,46.2(1.32 %),830,0.8,"239,790",111.35,"238,960",110.54,"994,898,816",26.76%
26/07/2021,45.6(-0.44 %),"-54,800",-2.34,"2,152,300",97.74,"2,207,100",100.08,"994,416,948",26.77%
23/07/2021,45.8(-2.97 %),"-87,450",-40.34,"308,870",143.35,"396,320",183.69,"994,194,426",26.77%
22/07/2021,47.2(0.96 %),"-76,500",-36.15,"207,030",97.86,"283,530",134.02,"991,237,556",26.84%
21/07/2021,46.75(-1.16 %),"67,630",31.71,"309,550",146.18,"241,920",114.47,"989,348,739",26.88%
20/07/2021,47.3(6.77 %),"1,265,300",61.77,"5,784,800",266.18,"4,519,500",204.42,"993,398,948",26.79%
19/07/2021,44.3(-5.24 %),"-1,581,200",-71.39,"2,598,000",116.09,"4,179,200",187.48,"994,664,248",0%
16/07/2021,46.75(0.54 %),"75,720",36.08,"327,170",154.18,"251,450",118.1,"992,752,308",26.81%
15/07/2021,46.5(3.33 %),"4,949,500",227.51,"6,386,900",293.68,"1,437,400",66.17,"993,840,248",0%
14/07/2021,45(-1.10 %),"3,469,500",157.78,"8,107,300",367.53,"4,637,800",209.75,"998,789,748",0%
13/07/2021,45.5(1.22 %),"-109,230",-49.62,"457,650",207.15,"566,880",256.78,"997,954,963",26.69%
12/07/2021,44.95(-4.97 %),"402,350",177.8,"889,140",394.8,"486,790",217,"997,961,863",26.69%
09/07/2021,47.3(-3.47 %),"3,744,500",181.16,"6,492,400",314.25,"2,747,900",133.09,"1,005,190,448",0%
08/07/2021,49(-1.80 %),"2,342,100",115.71,"5,737,500",283.46,"3,395,400",167.75,"1,008,934,948",0%
07/07/2021,49.9(3.96 %),"4,600,900",226.15,"5,746,000",282.38,"1,145,100",56.23,"1,011,277,048",26.39%
06/07/2021,48(-6.25 %),"-2,274,900",-116.03,"2,266,900",115.79,"4,541,800",231.83,"1,015,877,948",0%
05/07/2021,51.2(-2.10 %),"-171,540",-88.06,"132,100",68.09,"303,640",156.15,"1,015,683,128",72.66%
02/07/2021,52.3(-0.95 %),"1,331,500",70.1,"1,852,100",97.61,"520,600",27.51,"1,011,887,648",25.39%
