Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
18/10/2024,26.95(-1.10 %),"-99,600",-2.7,"208,100",5.64,"307,700",8.34,"1,711,865,610",22.24%
17/10/2024,27.25(0.55 %),"-638,900",-17.22,"1,850,000",50.02,"2,488,900",67.24,"1,711,377,335",22.24%
16/10/2024,27.1(-0.18 %),"571,900",15.61,"1,268,200",34.56,"696,300",18.95,"1,711,627,461",22.24%
15/10/2024,27.15(0.37 %),"1,131,500",30.92,"2,731,100",74.54,"1,599,600",43.62,"1,710,419,876",22.26%
14/10/2024,27.05(-0.92 %),"-2,218,800",-60.38,"256,700",6.98,"2,475,500",67.36,"1,711,568,301",22.24%
11/10/2024,27.3(0.18 %),"-910,800",-24.78,"671,500",18.3,"1,582,300",43.08,"1,710,288,200",22.26%
10/10/2024,27.25(-0.91 %),"208,300",5.66,"1,546,700",42.4,"1,338,400",36.73,"1,708,690,939",22.29%
09/10/2024,27.5(2.04 %),"9,160,200",250.52,"11,050,800",302.19,"1,890,600",51.67,"1,708,940,651",22.28%
08/10/2024,26.95(2.08 %),"5,129,400",136.64,"6,426,300",171.23,"1,296,900",34.58,"1,719,390,285",22.12%
07/10/2024,26.4(0.76 %),"9,700",0.27,"611,400",16.14,"601,700",15.87,"1,725,374,885",22.03%
04/10/2024,26.2(0.00 %),"95,900",2.52,"538,000",14.13,"442,100",11.61,"1,724,701,075",22.04%
03/10/2024,26.2(-0.38 %),"-40,700",-1.04,"1,244,400",32.91,"1,285,100",33.94,"1,723,070,822",22.06%
02/10/2024,26.3(-1.68 %),"-1,282,100",-33.92,"786,100",20.82,"2,068,200",54.75,"1,720,434,736",22.1%
01/10/2024,26.75(1.52 %),"757,400",20.35,"4,637,800",124.62,"3,880,400",104.27,"1,708,371,011",22.29%
30/09/2024,26.35(1.15 %),"-11,019,400",-291.26,"1,830,200",48.39,"12,849,600",339.64,"1,703,727,059",22.36%
27/09/2024,26.05(0.00 %),"-2,788,600",-72.47,"6,493,200",169.5,"9,281,800",241.97,"1,701,707,117",22.4%
26/09/2024,26.05(-0.57 %),"-2,616,700",-68.47,"1,233,300",32.37,"3,850,000",100.84,"1,704,380,541",22.35%
25/09/2024,26.2(1.35 %),"-2,496,000",-65.4,"1,301,800",34.16,"3,797,800",99.57,"1,704,478,167",22.35%
24/09/2024,25.85(0.58 %),"-106,600",-2.71,"940,600",24.27,"1,047,200",26.98,"1,703,519,363",22.37%
23/09/2024,25.7(0.19 %),"3,300",0.14,"2,276,400",58.77,"2,273,100",58.63,"1,697,720,746",22.46%
