Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
08/05/2023,37.8(0.00 %),"106,700",4.05,"126,900",4.81,"20,200",0.77,"27,332,553",17.89%
05/05/2023,37.8(0.93 %),"440,400",16.6,"479,500",18.08,"39,100",1.48,"27,433,453",17.88%
04/05/2023,37.45(0.00 %),"-19,900",-0.75,"6,100",0.23,"26,000",0.98,"27,848,153",17.16%
28/04/2023,37.45(0.00 %),"31,000",1.16,"49,300",1.85,"18,300",0.69,"27,846,553",18.84%
27/04/2023,37.45(1.49 %),"112,800",4.23,"165,400",6.19,"52,600",1.97,"27,877,553",18.84%
26/04/2023,36.9(1.37 %),"237,300",8.76,"264,300",9.75,"27,000",1,"27,990,353",17.84%
25/04/2023,36.4(-1.09 %),"113,100",4.12,"158,600",5.77,"45,500",1.66,"28,222,853",17.82%
24/04/2023,36.75(-0.14 %),"121,400",4.46,"153,200",5.63,"31,800",1.17,"28,348,253",17.81%
21/04/2023,36.75(0.68 %),"176,700",6.49,"213,900",7.86,"37,200",1.37,"28,406,153",17.8%
20/04/2023,36.45(0.14 %),"73,800",2.7,"169,100",6.18,"95,300",3.48,"28,605,783",17.11%
19/04/2023,36.4(-1.09 %),"-63,470",-2.31,"16,100",0.59,"79,570",2.9,"28,679,583",17.78%
18/04/2023,36.8(1.94 %),"290,600",10.69,"320,600",11.8,"30,000",1.1,"28,655,183",17.79%
17/04/2023,36.1(-1.10 %),"-11,500",-0.42,"29,000",1.05,"40,500",1.46,"28,922,283",17.76%
14/04/2023,36.5(-1.88 %),"-8,800",-0.32,"44,700",1.63,"53,500",1.95,"28,918,483",17.76%
13/04/2023,37.2(0.54 %),"-4,000",-0.15,"28,800",1.07,"32,800",1.22,"28,897,483",17.77%
12/04/2023,37(0.00 %),"-65,700",-2.43,0,0,"65,700",2.43,"28,855,883",17.77%
11/04/2023,36.95(-0.94 %),-100,-0,"70,300",2.6,"70,400",2.6,"28,750,383",17.78%
10/04/2023,37.3(-1.06 %),"349,100",13.02,"454,400",16.95,"105,300",3.93,"28,816,883",17.77%
07/04/2023,37.7(0.80 %),"275,300",10.38,"279,100",10.52,"3,800",0.14,"28,984,723",17.76%
06/04/2023,37.35(-1.97 %),"-80,160",-2.99,"206,400",7.71,"286,560",10.7,"29,252,323",17.74%
