Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/05/2022,40.5(0.00 %),"-238,300",-9.65,"112,100",4.54,"350,400",14.19,"36,228,200",17.2%
19/05/2022,40.5(-2.17 %),"-495,400",-20.06,"21,100",0.85,"516,500",20.92,"36,207,000",17.2%
18/05/2022,41.4(-0.96 %),"-69,300",-2.87,"64,000",2.65,"133,300",5.52,"35,771,600",17.24%
17/05/2022,41.8(6.91 %),"-241,900",-10.11,"212,600",8.89,"454,500",19,"35,611,200",17.25%
16/05/2022,39.1(4.55 %),"365,100",14.28,"587,500",22.97,"222,400",8.7,"35,498,000",17.26%
13/05/2022,37.35(-3.24 %),"-103,800",-4,"221,000",8.41,"324,800",12.41,"35,699,000",17.24%
12/05/2022,38.6(-6.99 %),"-336,100",-13.61,"50,400",2.02,"386,500",15.64,"36,040,300",18.17%
11/05/2022,41.5(-2.81 %),"-503,500",-21.22,"32,200",1.36,"535,700",22.58,"35,704,200",18.2%
10/05/2022,42.7(0.23 %),"12,800",0.55,"172,900",7.38,"160,100",6.84,"35,200,700",17.28%
09/05/2022,42.6(-6.99 %),"-10,500",-0.45,"96,600",4.12,"107,100",4.56,"35,325,600",17.27%
06/05/2022,45.8(-3.78 %),"-7,400",-0.34,"40,600",1.86,"48,000",2.2,"35,373,400",17.27%
05/05/2022,47.6(-2.26 %),"28,800",1.36,"77,600",3.72,"48,800",2.35,"35,423,600",18.22%
04/05/2022,48.65(1.35 %),"9,900",0.48,"17,400",0.85,"7,500",0.37,"35,452,400",17.26%
29/04/2022,48(0.42 %),"179,700",8.66,"211,400",10.19,"31,700",1.52,"35,381,900",17.27%
28/04/2022,47.8(-1.04 %),"7,700",0.37,"95,600",4.59,"87,900",4.22,"35,510,400",17.26%
27/04/2022,48.3(1.05 %),"121,900",5.88,"202,800",9.71,"80,900",3.83,"35,573,100",17.25%
26/04/2022,47.8(2.58 %),"485,700",22.41,"517,800",23.9,"32,100",1.49,"35,734,600",17.24%
25/04/2022,46.6(-6.99 %),"361,000",16.96,"396,300",18.67,"35,300",1.71,"36,238,200",17.2%
22/04/2022,50.1(-0.40 %),"247,900",12.4,"262,100",13.11,"14,200",0.71,"36,611,700",17.17%
21/04/2022,50.3(-1.95 %),"365,400",18.57,"374,200",19.02,"8,800",0.45,"36,829,260",17.15%
