Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
28/08/2023,38.15(1.60 %),"-34,000",-1.29,"17,000",0.65,"51,000",1.93,"37,403,664",16.45%
25/08/2023,37.55(-0.66 %),"-200,000",-7.53,"50,300",1.9,"250,300",9.43,"37,369,664",17.11%
24/08/2023,37.8(1.07 %),"-16,500",-0.62,"20,800",0.78,"37,300",1.4,"36,811,044",16.5%
23/08/2023,37.4(-0.80 %),"-364,100",-13.6,"161,300",6.04,"525,400",19.64,"36,794,544",17.16%
22/08/2023,37.7(0.53 %),"53,100",1.98,"180,900",6.77,"127,800",4.78,"36,812,534",17.15%
21/08/2023,37.5(0.27 %),"-130,600",-4.9,"18,600",0.7,"149,200",5.6,"36,890,084",17.15%
18/08/2023,37.35(-6.16 %),"-36,100",-1.46,"69,700",2.68,"105,800",4.13,"36,785,914",17.16%
17/08/2023,39.75(-1.36 %),"-117,800",-4.71,"3,000",0.12,"120,800",4.83,"36,458,944",16.52%
16/08/2023,40.25(-0.37 %),"-143,700",-5.81,"5,400",0.22,"149,100",6.03,"36,341,144",17.19%
15/08/2023,40.35(-0.62 %),"-30,800",-1.24,"1,600",0.06,"32,400",1.31,"35,188,207",17.28%
14/08/2023,40.55(-0.37 %),"-142,400",-5.77,"9,900",0.4,"152,300",6.18,"35,135,529",17.28%
11/08/2023,40.65(-0.37 %),"-55,600",-2.26,"6,600",0.27,"62,200",2.53,"34,423,454",16.67%
10/08/2023,40.8(0.25 %),"-44,700",-1.85,"20,400",0.84,"65,100",2.69,"34,367,854",16.68%
09/08/2023,40.7(-0.49 %),"-2,800",-0.11,"4,100",0.17,"6,900",0.28,"34,323,154",16.68%
08/08/2023,40.9(0.99 %),"-172,200",-7.07,"85,400",3.5,"257,600",10.57,"34,320,354",16.68%
07/08/2023,40.5(0.50 %),"-61,300",-2.48,"10,600",0.43,"71,900",2.91,"34,148,154",16.69%
04/08/2023,40.3(0.50 %),"-393,500",-15.82,"40,600",1.63,"434,100",17.45,"34,086,854",17.37%
03/08/2023,40.1(-2.20 %),"-361,300",-14.64,"14,600",0.59,"375,900",15.23,"33,668,184",16.73%
02/08/2023,40.95(-0.12 %),"66,900",2.75,"107,700",4.42,"40,800",1.67,"33,306,884",16.76%
01/08/2023,41(-1.20 %),"-4,800",-0.19,"28,700",1.2,"33,500",1.39,"33,373,784",16.75%
