Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
22/02/2022,62(3.51 %),"-1,019,700",-63.74,"16,600",1.01,"1,036,300",64.75,"36,173,910",17.2%
21/02/2022,59.9(0.17 %),"48,300",2.9,"57,100",3.43,"8,800",0.53,"36,185,510",17.2%
18/02/2022,59.8(-0.33 %),"114,100",6.83,"119,100",7.13,"5,000",0.3,"36,192,010",17.2%
17/02/2022,60(1.69 %),"-32,400",-1.93,"19,400",1.14,"51,800",3.07,"36,257,410",17.2%
16/02/2022,59(0.00 %),"-12,200",-0.81,"41,500",2.32,"53,700",3.14,"36,217,710",17.2%
15/02/2022,59(-1.99 %),"113,100",6.77,"170,200",10.15,"57,100",3.38,"36,060,610",17.21%
14/02/2022,60.2(1.35 %),"-60,200",-3.67,"138,400",8.45,"198,600",12.12,"36,163,910",17.2%
11/02/2022,59.4(-1.82 %),"-7,700",-0.5,"59,200",3.54,"66,900",4.05,"36,265,110",17.2%
10/02/2022,60.5(1.85 %),"279,700",16.84,"316,900",19.09,"37,200",2.24,"36,307,210",17.19%
09/02/2022,59.4(1.02 %),"13,100",0.79,"38,200",2.29,"25,100",1.5,"36,571,710",17.17%
08/02/2022,58.8(0.17 %),"-37,400",-2.2,"25,000",1.47,"62,400",3.67,"36,182,510",17.2%
07/02/2022,58.7(4.63 %),"-34,200",-2.13,"394,200",23.21,"428,400",25.35,"36,182,710",17.2%
28/01/2022,56.1(-1.58 %),"-16,000",-0.91,"8,800",0.5,"24,800",1.41,"36,538,310",17.18%
27/01/2022,57(0.00 %),"395,800",22.75,"436,400",25.08,"40,600",2.33,"34,992,410",17.3%
26/01/2022,57(4.78 %),"-1,189,700",-69.34,"366,600",16.39,"1,556,300",85.73,"35,416,710",17.26%
25/01/2022,54.4(0.18 %),"42,600",2.31,"55,700",3.02,"13,100",0.71,"35,752,010",17.24%
24/01/2022,54.3(-0.91 %),"-8,400",-0.47,"22,300",1.22,"30,700",1.68,"35,787,810",17.23%
21/01/2022,54.8(1.29 %),"30,700",1.67,"50,600",2.74,"19,900",1.07,"35,799,610",17.23%
20/01/2022,54.2(0.18 %),"55,300",3,"65,800",3.56,"10,500",0.57,"35,823,500",17.23%
19/01/2022,54(0.00 %),"61,600",3.34,"93,400",5.06,"31,800",1.72,"35,886,400",17.23%
