Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
24/01/2022,143,118.29,-8(-5.30 %),"952,700",137.83,0,0,148.3,150.2,143
21/01/2022,151,124.91,1.8(1.21 %),"869,400",130.92,0,0,152.4,152.4,149.2
20/01/2022,150.8,124.74,3.3(2.24 %),"473,500",71.23,"1,066,800",167.35,150,151,148
19/01/2022,151.3,125.16,9.2(6.47 %),"787,300",116.87,"32,965,170","4,746.98",141.2,151.5,141.2
18/01/2022,142.1,117.55,0.1(0.07 %),"872,600",124.49,0,0,140,151.9,139.5
17/01/2022,142,117.46,-2.8(-1.93 %),"829,900",118.08,0,0,145,145.8,136.9
14/01/2022,144.8,119.78,0(0.00 %),"490,800",70.6,"164,300",22.13,142.1,145,142.1
13/01/2022,144.8,119.78,-0.1(-0.07 %),"974,500",140.61,"181,100",26.02,145,146.8,141.6
12/01/2022,144.9,119.86,0(0.00 %),"1,058,300",154.39,0,0,145.5,147.8,144.7
11/01/2022,144.9,119.86,-8.1(-5.29 %),"1,345,000",199.35,"164,300",26.9,153,154,144.9
10/01/2022,153,126.56,-1(-0.65 %),"445,400",68.45,"1,826,000",293.12,155.9,155.9,153
07/01/2022,154,127.39,0.2(0.13 %),"1,307,500",203.84,0,0,155.9,159.5,154
06/01/2022,153.8,127.23,-7.2(-4.47 %),"1,650,400",258.33,"164,300",24.61,161,161,153.8
05/01/2022,161,133.18,-9(-5.29 %),"1,261,000",208.75,"500,000",90.95,171,171,161
04/01/2022,170,140.63,-1(-0.58 %),"998,000",169.4,0,0,171,171,169
31/12/2021,171,141.45,-0.5(-0.29 %),"6,544,000","1,121.03","2,164,300",397.15,169.8,171.6,168.7
30/12/2021,171.5,141.87,-0.5(-0.29 %),"5,093,400",877.57,0,0,172,172.8,169
29/12/2021,172,142.28,0.5(0.29 %),"6,219,000","1,079.63","506,600",80.8,171.5,174.1,169.5
28/12/2021,171.5,141.87,2.5(1.48 %),"7,688,200","1,334.85","164,300",25.83,169.5,174.8,167.2
27/12/2021,169,139.8,-2(-1.17 %),"7,115,800","1,237.82","558,000",95.42,170.9,175,168.1
